case_id,root_service,fault_type,service_family,rank,top1,top3,top5,avg_at_5,top5_services,root_service_score
redisservice2_memory_1626741618,redisservice2,memory,cache,3,0,1,1,0.6,"['redisservice1', 'mobservice2', 'redisservice2', 'mobservice1', 'dbservice1']",2.6371466566313453
dbservice2_memory_1626750100,dbservice2,memory,database,5,0,0,1,0.2,"['webservice2', 'mobservice2', 'redisservice1', 'redisservice2', 'dbservice2']",10.143801010493588
webservice2_errno111_1626750601,webservice2,errno111,web,6,0,0,0,0.0,"['dbservice1', 'mobservice2', 'logservice1', 'redisservice2', 'redisservice1']",3.428806237733719
webservice1_errno111_1626750601,webservice1,errno111,web,10,0,0,0,0.0,"['dbservice1', 'mobservice2', 'logservice1', 'redisservice2', 'redisservice1']",1.2422132809696056
dbservice2_errno111_1626750601,dbservice2,errno111,database,8,0,0,0,0.0,"['dbservice1', 'mobservice2', 'logservice1', 'redisservice2', 'redisservice1']",2.7477673371126565
dbservice1_errno111_1626750606,dbservice1,errno111,database,1,1,1,1,1.0,"['dbservice1', 'mobservice2', 'logservice1', 'redisservice2', 'redisservice1']",538.0000000015862
dbservice1_errno111_1626750701,dbservice1,errno111,database,1,1,1,1,1.0,"['dbservice1', 'redisservice2', 'redisservice1', 'mobservice1', 'mobservice2']",678.4523809528157
webservice2_errno111_1626750706,webservice2,errno111,web,6,0,0,0,0.0,"['dbservice1', 'redisservice2', 'redisservice1', 'mobservice1', 'mobservice2']",3.428806237733719
webservice1_errno111_1626750732,webservice1,errno111,web,8,0,0,0,0.0,"['dbservice1', 'redisservice2', 'redisservice1', 'mobservice1', 'webservice2']",2.0202547504698267
dbservice2_errno111_1626750797,dbservice2,errno111,database,2,0,1,1,0.8,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice1', 'logservice1']",324.9719101123595
redisservice2_errno111_1626751801,redisservice2,errno111,cache,2,0,1,1,0.8,"['redisservice1', 'redisservice2', 'mobservice2', 'webservice2', 'webservice1']",78.45098039215686
redisservice1_errno111_1626751802,redisservice1,errno111,cache,1,1,1,1,1.0,"['redisservice1', 'redisservice2', 'mobservice2', 'webservice2', 'webservice1']",311.85899916111924
mobservice1_errno111_1626752402,mobservice1,errno111,mobile,8,0,0,0,0.0,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'redisservice1']",24.0
mobservice2_errno111_1626752406,mobservice2,errno111,mobile,3,0,1,1,0.6,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'redisservice1']",214.29192546585088
redisservice1_errno111_1626752423,redisservice1,errno111,cache,5,0,0,1,0.2,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'redisservice1']",117.77664974647129
redisservice2_errno111_1626752427,redisservice2,errno111,cache,4,0,0,1,0.4,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'redisservice1']",149.512893982808
mobservice2_errno111_1626752504,mobservice2,errno111,mobile,3,0,1,1,0.6,"['dbservice1', 'dbservice2', 'mobservice2', 'logservice2', 'redisservice1']",222.14838709659816
mobservice1_errno111_1626752556,mobservice1,errno111,mobile,10,0,0,0,0.0,"['dbservice1', 'dbservice2', 'mobservice2', 'logservice1', 'logservice2']",16.0
logservice1_errno111_1626753001,logservice1,errno111,logging,10,0,0,0,0.0,"['mobservice1', 'dbservice2', 'redisservice2', 'logservice2', 'redisservice1']",1.3036814345367693
logservice2_errno111_1626753001,logservice2,errno111,logging,4,0,0,1,0.4,"['mobservice1', 'dbservice2', 'redisservice2', 'logservice2', 'redisservice1']",2.664374069701811
logservice1_errno111_1626753227,logservice1,errno111,logging,10,0,0,0,0.0,"['dbservice2', 'mobservice1', 'redisservice2', 'webservice1', 'webservice2']",1.4931244493813831
logservice2_errno111_1626753269,logservice2,errno111,logging,8,0,0,0,0.0,"['dbservice2', 'mobservice1', 'redisservice2', 'redisservice1', 'webservice1']",1.5109779652331494
mobservice2_memory_1626757492,mobservice2,memory,mobile,4,0,0,1,0.4,"['dbservice2', 'dbservice1', 'mobservice1', 'mobservice2', 'logservice1']",24.581230165630174
redisservice1_memory_1626758417,redisservice1,memory,cache,6,0,0,0,0.0,"['mobservice2', 'redisservice2', 'webservice2', 'logservice2', 'logservice1']",2.424685296824201
mobservice1_qr_expired_1626758435,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'redisservice1', 'logservice2', 'redisservice2']",101.53134368183697
webservice1_memory_1626759297,webservice1,memory,web,10,0,0,0,0.0,"['dbservice1', 'mobservice1', 'redisservice1', 'mobservice2', 'redisservice2']",2.0119002212220614
dbservice2_memory_1626760761,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'dbservice1', 'mobservice1', 'webservice2', 'logservice2']",153.6046511627907
mobservice2_qr_expired_1626763751,mobservice2,qr_expired,mobile,8,0,0,0,0.0,"['redisservice1', 'redisservice2', 'dbservice1', 'logservice2', 'logservice1']",5.0
dbservice2_memory_1626764016,dbservice2,memory,database,2,0,1,1,0.8,"['mobservice2', 'dbservice2', 'redisservice2', 'logservice2', 'webservice2']",69.41489361702065
logservice1_memory_1626764699,logservice1,memory,logging,10,0,0,0,0.0,"['redisservice2', 'webservice2', 'dbservice2', 'dbservice1', 'logservice2']",1.9334518654221267
logservice2_memory_1626765238,logservice2,memory,logging,5,0,0,1,0.2,"['mobservice1', 'redisservice1', 'redisservice2', 'mobservice2', 'logservice2']",4.0007217610970764
redisservice2_memory_1626765949,redisservice2,memory,cache,4,0,0,1,0.4,"['mobservice1', 'mobservice2', 'dbservice1', 'redisservice2', 'redisservice1']",32.10746268656717
mobservice1_memory_1626773018,mobservice1,memory,mobile,2,0,1,1,0.8,"['redisservice2', 'mobservice1', 'redisservice1', 'webservice2', 'dbservice1']",58.12831323969482
dbservice1_memory_1626773615,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'redisservice1', 'redisservice2', 'dbservice2', 'logservice1']",205.28853754942003
redisservice2_memory_1626783759,redisservice2,memory,cache,5,0,0,1,0.2,"['dbservice1', 'dbservice2', 'mobservice1', 'webservice1', 'redisservice2']",10.150017884112664
mobservice1_qr_expired_1626784630,mobservice1,qr_expired,mobile,4,0,0,1,0.4,"['webservice2', 'webservice1', 'mobservice2', 'mobservice1', 'logservice1']",370.70865897435897
mobservice2_memory_1626785359,mobservice2,memory,mobile,7,0,0,0,0.0,"['dbservice1', 'dbservice2', 'redisservice1', 'mobservice1', 'webservice1']",2.1402021148574106
webservice2_memory_1626787776,webservice2,memory,web,6,0,0,0,0.0,"['dbservice1', 'redisservice1', 'redisservice2', 'mobservice1', 'mobservice2']",8.446559987073911
dbservice1_memory_1626788281,dbservice1,memory,database,8,0,0,0,0.0,"['dbservice2', 'mobservice2', 'logservice1', 'webservice2', 'webservice1']",3.7777777777777777
dbservice2_memory_1626790578,dbservice2,memory,database,9,0,0,0,0.0,"['mobservice2', 'mobservice1', 'redisservice1', 'logservice1', 'webservice2']",7.610170482587146
mobservice2_qr_expired_1626790862,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['webservice2', 'mobservice2', 'logservice1', 'dbservice2', 'mobservice1']",286.3242142857142
webservice1_file_move_1626797400,webservice1,file_move,web,4,0,0,1,0.4,"['dbservice1', 'mobservice2', 'mobservice1', 'webservice1', 'dbservice2']",26.4
dbservice2_memory_1626799339,dbservice2,memory,database,8,0,0,0,0.0,"['dbservice1', 'mobservice2', 'mobservice1', 'redisservice2', 'webservice1']",2.0
webservice1_memory_1626806854,webservice1,memory,web,4,0,0,1,0.4,"['mobservice2', 'redisservice2', 'mobservice1', 'webservice1', 'webservice2']",6.108497119703398
webservice2_memory_1626817432,webservice2,memory,web,10,0,0,0,0.0,"['mobservice2', 'dbservice2', 'redisservice2', 'mobservice1', 'redisservice1']",2.5878325211198443
dbservice2_memory_1626818990,dbservice2,memory,database,7,0,0,0,0.0,"['mobservice2', 'dbservice1', 'mobservice1', 'redisservice1', 'webservice1']",4.8122803772887
mobservice1_qr_expired_1626821039,mobservice1,qr_expired,mobile,10,0,0,0,0.0,"['webservice1', 'redisservice2', 'logservice1', 'webservice2', 'mobservice2']",0.8512396694187444
mobservice2_qr_expired_1626826499,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'dbservice1', 'mobservice1', 'webservice1']",2703.842105242929
webservice1_memory_1626829989,webservice1,memory,web,3,0,1,1,0.6,"['dbservice2', 'mobservice2', 'webservice1', 'mobservice1', 'logservice2']",17.172815131809333
dbservice2_memory_1626839958,dbservice2,memory,database,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'dbservice2', 'dbservice1', 'webservice2']",121.69302325581396
webservice1_file_move_1626840600,webservice1,file_move,web,1,1,1,1,1.0,"['webservice1', 'logservice2', 'redisservice2', 'mobservice2', 'redisservice1']",58.0
dbservice1_memory_1626845470,dbservice1,memory,database,9,0,0,0,0.0,"['mobservice2', 'mobservice1', 'webservice2', 'webservice1', 'redisservice2']",2.6492084282241177
redisservice2_memory_1626847510,redisservice2,memory,cache,8,0,0,0,0.0,"['mobservice2', 'dbservice2', 'redisservice1', 'dbservice1', 'webservice2']",2.9835203366058907
mobservice1_memory_1626850195,mobservice1,memory,mobile,5,0,0,1,0.2,"['dbservice1', 'mobservice2', 'webservice2', 'redisservice2', 'mobservice1']",59.42846965411435
webservice2_memory_1626850836,webservice2,memory,web,7,0,0,0,0.0,"['redisservice2', 'mobservice1', 'redisservice1', 'webservice1', 'dbservice1']",2.5
redisservice1_memory_1626851723,redisservice1,memory,cache,4,0,0,1,0.4,"['webservice1', 'redisservice2', 'mobservice2', 'redisservice1', 'mobservice1']",49.09664694280033
mobservice2_qr_expired_1626855935,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'dbservice1', 'webservice2', 'redisservice1', 'logservice2']",172.2975869095372
mobservice1_qr_expired_1626856553,mobservice1,qr_expired,mobile,4,0,0,1,0.4,"['dbservice2', 'logservice2', 'logservice1', 'mobservice1', 'webservice2']",16.12500000023465
dbservice1_memory_1626858109,dbservice1,memory,database,6,0,0,0,0.0,"['dbservice2', 'mobservice2', 'redisservice2', 'webservice2', 'redisservice1']",4.0
redisservice2_memory_1626861594,redisservice2,memory,cache,7,0,0,0,0.0,"['mobservice1', 'mobservice2', 'dbservice2', 'logservice2', 'dbservice1']",5.8633264626605355
redisservice1_memory_1626864205,redisservice1,memory,cache,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'redisservice1', 'webservice1', 'webservice2']",52.34496124031098
logservice1_memory_1626865404,logservice1,memory,logging,8,0,0,0,0.0,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'mobservice1']",3.3333333333333335
webservice2_memory_1626869243,webservice2,memory,web,4,0,0,1,0.4,"['dbservice1', 'mobservice2', 'redisservice1', 'webservice2', 'webservice1']",25.2
webservice2_file_move_1626869400,webservice2,file_move,web,4,0,0,1,0.4,"['dbservice2', 'redisservice1', 'mobservice2', 'webservice2', 'webservice1']",21.0
redisservice1_memory_1626871199,redisservice1,memory,cache,9,0,0,0,0.0,"['dbservice1', 'mobservice1', 'mobservice2', 'redisservice2', 'webservice1']",1.970712196696771
logservice2_memory_1626871639,logservice2,memory,logging,8,0,0,0,0.0,"['dbservice1', 'mobservice1', 'redisservice2', 'webservice2', 'mobservice2']",2.5
dbservice2_memory_1626876599,dbservice2,memory,database,5,0,0,1,0.2,"['dbservice1', 'webservice1', 'webservice2', 'redisservice2', 'dbservice2']",56.20149253731256
mobservice1_memory_1626877506,mobservice1,memory,mobile,2,0,1,1,0.8,"['mobservice2', 'mobservice1', 'redisservice2', 'redisservice1', 'webservice2']",108.56431535280247
logservice2_memory_1626880416,logservice2,memory,logging,5,0,0,1,0.2,"['dbservice2', 'mobservice1', 'redisservice1', 'dbservice1', 'logservice2']",5.668371807829025
webservice1_memory_1626881411,webservice1,memory,web,10,0,0,0,0.0,"['dbservice2', 'mobservice2', 'mobservice1', 'logservice2', 'redisservice2']",1.2829060991292947
webservice2_file_move_1626883800,webservice2,file_move,web,4,0,0,1,0.4,"['mobservice2', 'dbservice2', 'mobservice1', 'webservice2', 'logservice2']",39.333333333333336
mobservice1_qr_expired_1626884682,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['dbservice1', 'mobservice2', 'mobservice1', 'redisservice2', 'webservice2']",76.42074940933489
mobservice2_qr_expired_1626885208,mobservice2,qr_expired,mobile,6,0,0,0,0.0,"['webservice1', 'redisservice2', 'redisservice1', 'logservice1', 'logservice2']",11.0
dbservice2_memory_1626886884,dbservice2,memory,database,10,0,0,0,0.0,"['dbservice1', 'webservice2', 'logservice1', 'mobservice1', 'redisservice1']",18.90784653910895
webservice1_memory_1626888666,webservice1,memory,web,3,0,1,1,0.6,"['dbservice1', 'mobservice2', 'webservice1', 'mobservice1', 'webservice2']",41.91668613252355
mobservice2_memory_1626890346,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'dbservice1']",145.7417417417092
dbservice2_memory_1626890594,dbservice2,memory,database,5,0,0,1,0.2,"['mobservice1', 'redisservice2', 'logservice1', 'webservice1', 'dbservice2']",5.421875432160174
mobservice1_memory_1626897069,mobservice1,memory,mobile,3,0,1,1,0.6,"['mobservice2', 'dbservice2', 'mobservice1', 'logservice1', 'logservice2']",67.57635308216427
webservice2_memory_1626905392,webservice2,memory,web,5,0,0,1,0.2,"['mobservice2', 'dbservice2', 'redisservice2', 'mobservice1', 'webservice2']",37.13144433292728
mobservice2_qr_expired_1626911607,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'dbservice2', 'logservice2', 'mobservice1']",387.51688370520617
dbservice1_memory_1626912896,dbservice1,memory,database,4,0,0,1,0.4,"['mobservice1', 'redisservice1', 'redisservice2', 'dbservice1', 'logservice2']",3.8009478672956964
mobservice1_memory_1626913833,mobservice1,memory,mobile,2,0,1,1,0.8,"['dbservice2', 'mobservice1', 'mobservice2', 'dbservice1', 'redisservice2']",72.0800076441448
webservice1_file_move_1626916200,webservice1,file_move,web,6,0,0,0,0.0,"['dbservice1', 'mobservice2', 'mobservice1', 'webservice2', 'redisservice2']",41.333333333333336
mobservice1_qr_expired_1626917764,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice1', 'dbservice2', 'logservice2', 'dbservice1']",270.5065381097561
webservice1_memory_1626917861,webservice1,memory,web,10,0,0,0,0.0,"['mobservice1', 'redisservice1', 'webservice2', 'dbservice2', 'dbservice1']",1.3333333333333333
logservice2_memory_1626922974,logservice2,memory,logging,8,0,0,0,0.0,"['mobservice1', 'redisservice1', 'mobservice2', 'webservice2', 'webservice1']",4.16497035792952
logservice1_memory_1626926283,logservice1,memory,logging,8,0,0,0,0.0,"['dbservice2', 'mobservice2', 'redisservice2', 'mobservice1', 'logservice2']",2.4
logservice2_memory_1626926412,logservice2,memory,logging,3,0,1,1,0.6,"['webservice2', 'dbservice1', 'logservice2', 'webservice1', 'mobservice2']",5.939009477224091
webservice2_file_move_1626927000,webservice2,file_move,web,2,0,1,1,0.8,"['mobservice2', 'webservice2', 'webservice1', 'dbservice2', 'redisservice1']",64.0
webservice1_memory_1626933556,webservice1,memory,web,4,0,0,1,0.4,"['redisservice2', 'redisservice1', 'dbservice1', 'webservice1', 'mobservice1']",3.9619379786185456
mobservice1_memory_1626933957,mobservice1,memory,mobile,2,0,1,1,0.8,"['redisservice2', 'mobservice1', 'webservice2', 'mobservice2', 'redisservice1']",38.200063625041416
redisservice2_memory_1626934034,redisservice2,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice2', 'mobservice2', 'webservice2', 'webservice1']",46.41081081081081
mobservice2_memory_1626935991,mobservice2,memory,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice2', 'redisservice1', 'mobservice1', 'redisservice2']",182.74647887329175
mobservice1_memory_1626937894,mobservice1,memory,mobile,4,0,0,1,0.4,"['dbservice1', 'redisservice2', 'redisservice1', 'mobservice1', 'webservice2']",28.795494467518584
dbservice1_memory_1626939313,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'mobservice2', 'mobservice1', 'webservice1', 'webservice2']",186.82014388485788
webservice2_memory_1626939504,webservice2,memory,web,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'webservice2', 'webservice1', 'redisservice2']",21.41416730163261
mobservice1_qr_expired_1626941760,mobservice1,qr_expired,mobile,5,0,0,1,0.2,"['logservice1', 'dbservice2', 'mobservice2', 'dbservice1', 'mobservice1']",1.0
mobservice2_qr_expired_1626942742,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'logservice2', 'logservice1', 'mobservice1']",374.20850476889217
redisservice1_memory_1626943678,redisservice1,memory,cache,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'redisservice1', 'webservice1', 'webservice2']",42.192733017377385
mobservice1_memory_1626954084,mobservice1,memory,mobile,8,0,0,0,0.0,"['mobservice2', 'redisservice1', 'webservice1', 'logservice2', 'dbservice2']",2.348596572872761
webservice2_file_move_1626955800,webservice2,file_move,web,3,0,1,1,0.6,"['dbservice1', 'mobservice1', 'webservice2', 'dbservice2', 'webservice1']",21.666666666666668
webservice1_memory_1626956223,webservice1,memory,web,8,0,0,0,0.0,"['dbservice2', 'mobservice1', 'redisservice1', 'mobservice2', 'dbservice1']",2.5
mobservice2_memory_1626958150,mobservice2,memory,mobile,5,0,0,1,0.2,"['mobservice1', 'redisservice2', 'redisservice1', 'dbservice2', 'mobservice2']",39.93097532247309
mobservice1_memory_1626958838,mobservice1,memory,mobile,5,0,0,1,0.2,"['dbservice1', 'mobservice2', 'logservice2', 'logservice1', 'mobservice1']",4.333333333333333
mobservice2_memory_1626961197,mobservice2,memory,mobile,5,0,0,1,0.2,"['dbservice1', 'mobservice1', 'dbservice2', 'webservice2', 'mobservice2']",56.80426477581883
dbservice2_memory_1626962039,dbservice2,memory,database,2,0,1,1,0.8,"['dbservice1', 'dbservice2', 'redisservice1', 'mobservice1', 'webservice1']",178.67353951890115
mobservice1_qr_expired_1626968701,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'dbservice1', 'logservice2', 'logservice1']",286.2886666666667
dbservice2_memory_1626969117,dbservice2,memory,database,2,0,1,1,0.8,"['dbservice1', 'dbservice2', 'redisservice2', 'mobservice2', 'mobservice1']",93.80212014134275
mobservice2_qr_expired_1626974155,mobservice2,qr_expired,mobile,5,0,0,1,0.2,"['dbservice1', 'mobservice1', 'logservice2', 'logservice1', 'mobservice2']",75.15673009161384
redisservice1_memory_1626975786,redisservice1,memory,cache,10,0,0,0,0.0,"['mobservice2', 'dbservice1', 'mobservice1', 'redisservice2', 'logservice1']",1.4492753623188406
redisservice1_memory_1626979689,redisservice1,memory,cache,9,0,0,0,0.0,"['mobservice2', 'redisservice2', 'dbservice1', 'webservice2', 'mobservice1']",1.5555555555555556
mobservice2_memory_1626985877,mobservice2,memory,mobile,3,0,1,1,0.6,"['dbservice1', 'dbservice2', 'mobservice2', 'redisservice1', 'mobservice1']",54.87839478916318
webservice1_memory_1626992148,webservice1,memory,web,5,0,0,1,0.2,"['mobservice1', 'dbservice2', 'mobservice2', 'redisservice1', 'webservice1']",22.52085746180866
mobservice1_qr_expired_1626999263,mobservice1,qr_expired,mobile,9,0,0,0,0.0,"['logservice1', 'redisservice1', 'dbservice1', 'mobservice2', 'dbservice2']",1.0
mobservice2_qr_expired_1626999471,mobservice2,qr_expired,mobile,5,0,0,1,0.2,"['redisservice2', 'dbservice2', 'dbservice1', 'mobservice1', 'mobservice2']",3.164651267025781
redisservice1_memory_1627002068,redisservice1,memory,cache,8,0,0,0,0.0,"['mobservice1', 'dbservice2', 'mobservice2', 'dbservice1', 'webservice1']",43.43831168832773
dbservice2_memory_1627002602,dbservice2,memory,database,5,0,0,1,0.2,"['dbservice1', 'mobservice1', 'webservice2', 'redisservice2', 'dbservice2']",7.424142790042237
redisservice2_memory_1627016217,redisservice2,memory,cache,8,0,0,0,0.0,"['mobservice1', 'mobservice2', 'webservice1', 'dbservice2', 'redisservice1']",2.2857142857142856
redisservice2_memory_1627022600,redisservice2,memory,cache,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'redisservice2', 'mobservice1', 'dbservice2']",86.71252204585538
logservice1_memory_1627024158,logservice1,memory,logging,7,0,0,0,0.0,"['mobservice1', 'redisservice2', 'redisservice1', 'mobservice2', 'webservice1']",2.368808750475407
mobservice1_qr_expired_1627024159,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['webservice1', 'mobservice1', 'webservice2', 'logservice2', 'mobservice2']",307.21968928571425
mobservice2_qr_expired_1627030453,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['webservice2', 'mobservice2', 'mobservice1', 'redisservice2', 'webservice1']",273.8419857723577
webservice2_memory_1627032836,webservice2,memory,web,2,0,1,1,0.8,"['mobservice2', 'webservice2', 'redisservice2', 'webservice1', 'dbservice2']",157.56493506493507
mobservice2_memory_1627037496,mobservice2,memory,mobile,10,0,0,0,0.0,"['mobservice1', 'redisservice2', 'redisservice1', 'logservice1', 'logservice2']",1.6
dbservice2_memory_1627039811,dbservice2,memory,database,6,0,0,0,0.0,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice1', 'redisservice2']",4.0
mobservice2_memory_1627044227,mobservice2,memory,mobile,1,1,1,1,1.0,"['mobservice2', 'mobservice1', 'redisservice1', 'webservice2', 'dbservice1']",81.28274272952349
webservice1_memory_1627046678,webservice1,memory,web,9,0,0,0,0.0,"['mobservice2', 'redisservice2', 'logservice1', 'dbservice1', 'webservice2']",2.0031681375876893
dbservice1_memory_1627046902,dbservice1,memory,database,7,0,0,0,0.0,"['redisservice2', 'mobservice2', 'logservice1', 'redisservice1', 'webservice1']",4.592408029508188
mobservice1_qr_expired_1627051613,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['webservice1', 'redisservice2', 'mobservice1', 'webservice2', 'redisservice1']",408.46031746032116
logservice2_memory_1627052258,logservice2,memory,logging,7,0,0,0,0.0,"['dbservice1', 'redisservice1', 'dbservice2', 'mobservice1', 'logservice1']",5.0
mobservice2_qr_expired_1627056700,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'logservice2', 'mobservice1', 'dbservice1', 'logservice1']",1513.5882352974588
webservice1_memory_1627057566,webservice1,memory,web,4,0,0,1,0.4,"['dbservice1', 'mobservice1', 'dbservice2', 'webservice1', 'redisservice1']",100.21212121212122
redisservice2_memory_1627063787,redisservice2,memory,cache,3,0,1,1,0.6,"['mobservice1', 'dbservice2', 'redisservice2', 'logservice2', 'redisservice1']",34.07819548872215
mobservice2_memory_1627065444,mobservice2,memory,mobile,3,0,1,1,0.6,"['dbservice1', 'mobservice1', 'mobservice2', 'redisservice1', 'redisservice2']",88.09203696188808
logservice2_memory_1627069295,logservice2,memory,logging,9,0,0,0,0.0,"['redisservice1', 'redisservice2', 'mobservice2', 'mobservice1', 'dbservice1']",2.300247386160081
webservice2_file_move_1627071001,webservice2,file_move,web,2,0,1,1,0.8,"['redisservice1', 'webservice2', 'mobservice1', 'webservice1', 'mobservice2']",38.0
redisservice2_memory_1627072253,redisservice2,memory,cache,8,0,0,0,0.0,"['redisservice1', 'mobservice2', 'mobservice1', 'logservice2', 'dbservice2']",2.2945438263742957
webservice1_memory_1627079078,webservice1,memory,web,7,0,0,0,0.0,"['dbservice2', 'dbservice1', 'mobservice2', 'mobservice1', 'webservice2']",7.445971617373941
dbservice2_memory_1627079656,dbservice2,memory,database,10,0,0,0,0.0,"['mobservice1', 'dbservice1', 'webservice1', 'redisservice2', 'webservice2']",1.5
redisservice1_memory_1627081010,redisservice1,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice1', 'dbservice2', 'dbservice1', 'webservice2']",8.746170551453682
mobservice1_qr_expired_1627083857,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'logservice1', 'dbservice1', 'logservice2']",365.8282198198198
mobservice2_qr_expired_1627085196,mobservice2,qr_expired,mobile,5,0,0,1,0.2,"['webservice1', 'logservice1', 'logservice2', 'dbservice1', 'mobservice2']",4.166666666672099
webservice2_memory_1627085325,webservice2,memory,web,4,0,0,1,0.4,"['mobservice2', 'mobservice1', 'dbservice2', 'webservice2', 'webservice1']",21.653547295368455
dbservice2_memory_1627087394,dbservice2,memory,database,6,0,0,0,0.0,"['mobservice2', 'webservice1', 'redisservice2', 'logservice1', 'mobservice1']",2.6666666666666665
webservice2_file_move_1627089000,webservice2,file_move,web,3,0,1,1,0.6,"['dbservice1', 'redisservice1', 'webservice2', 'webservice1', 'dbservice2']",16.5
webservice2_memory_1627091294,webservice2,memory,web,4,0,0,1,0.4,"['dbservice2', 'mobservice2', 'webservice1', 'webservice2', 'redisservice2']",9.90825049216748
dbservice1_memory_1627098214,dbservice1,memory,database,3,0,1,1,0.6,"['logservice2', 'mobservice2', 'dbservice1', 'mobservice1', 'webservice1']",6.486887617131082
webservice1_memory_1627100569,webservice1,memory,web,7,0,0,0,0.0,"['dbservice2', 'dbservice1', 'logservice1', 'mobservice1', 'mobservice2']",27.54242364387491
webservice2_memory_1627100690,webservice2,memory,web,8,0,0,0,0.0,"['dbservice1', 'redisservice2', 'dbservice2', 'mobservice2', 'webservice1']",4.587203052554973
dbservice2_memory_1627100858,dbservice2,memory,database,3,0,1,1,0.6,"['mobservice2', 'mobservice1', 'dbservice2', 'redisservice2', 'redisservice1']",76.56484149861045
dbservice1_memory_1627104046,dbservice1,memory,database,8,0,0,0,0.0,"['dbservice2', 'mobservice2', 'webservice1', 'redisservice1', 'redisservice2']",2.0
redisservice1_memory_1627111126,redisservice1,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice1', 'redisservice2', 'dbservice1', 'dbservice2']",29.351247600773867
mobservice1_qr_expired_1627112278,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice1', 'mobservice2', 'webservice1', 'redisservice1']",514.1875470086131
mobservice2_qr_expired_1627113655,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'redisservice2', 'logservice1', 'dbservice2']",6423.875000006233
webservice1_file_move_1627114200,webservice1,file_move,web,5,0,0,1,0.2,"['dbservice2', 'mobservice2', 'dbservice1', 'redisservice1', 'webservice1']",34.0
redisservice2_memory_1627115108,redisservice2,memory,cache,4,0,0,1,0.4,"['mobservice1', 'dbservice2', 'mobservice2', 'redisservice2', 'logservice1']",49.24485981308411
webservice2_memory_1627119052,webservice2,memory,web,6,0,0,0,0.0,"['mobservice2', 'dbservice1', 'mobservice1', 'webservice1', 'redisservice2']",22.40805498340218
mobservice2_memory_1627119333,mobservice2,memory,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice2', 'redisservice2', 'webservice1', 'redisservice1']",68.64592676727523
dbservice1_memory_1627119644,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'redisservice2', 'redisservice1', 'webservice1', 'dbservice2']",430.84518828469845
webservice1_memory_1627122542,webservice1,memory,web,4,0,0,1,0.4,"['dbservice1', 'mobservice1', 'webservice2', 'webservice1', 'redisservice1']",8.915864293229621
mobservice1_qr_expired_1627135285,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'redisservice2', 'dbservice1', 'dbservice2']",263.5105891768293
redisservice2_memory_1627140541,redisservice2,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice2', 'mobservice2', 'dbservice2', 'dbservice1']",47.574239713774595
