case_id,root_service,fault_type,service_family,budget,policy,rank,top1,top3,top5,avg_at_5,trace_rows_kept,trace_bytes_kept,metric_samples_kept,metric_bytes_kept,minutes_kept,services_kept
mobservice2_qr_expired_1626942742,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,268.0,48240.0,40.0,960.0,1,5
redisservice1_memory_1626943678,redisservice1,memory,cache,0.5,adaptive_multibudget,5,0,0,1,0.2,1927.0,346860.0,240.0,5760.0,6,5
mobservice1_memory_1626954084,mobservice1,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1695.0,305100.0,240.0,5760.0,6,5
webservice2_file_move_1626955800,webservice2,file_move,web,0.5,adaptive_multibudget,1,1,1,1,1.0,1026.0,184680.0,240.0,5760.0,6,5
webservice1_memory_1626956223,webservice1,memory,web,0.5,adaptive_multibudget,5,0,0,1,0.2,1135.0,204300.0,240.0,5760.0,6,5
mobservice2_memory_1626958150,mobservice2,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1758.0,316440.0,240.0,5760.0,6,5
mobservice1_memory_1626958838,mobservice1,memory,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,1952.0,351360.0,240.0,5760.0,6,5
mobservice2_memory_1626961197,mobservice2,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1990.0,358200.0,238.0,5712.0,6,5
dbservice2_memory_1626962039,dbservice2,memory,database,0.5,adaptive_multibudget,4,0,0,1,0.4,1245.0,224100.0,238.0,5712.0,6,5
mobservice1_qr_expired_1626968701,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,312.0,56160.0,40.0,960.0,1,5
dbservice2_memory_1626969117,dbservice2,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,1170.0,210600.0,236.0,5664.0,6,5
mobservice2_qr_expired_1626974155,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,229.0,41220.0,40.0,960.0,1,5
redisservice1_memory_1626975786,redisservice1,memory,cache,0.5,adaptive_multibudget,3,0,1,1,0.6,1859.0,334620.0,240.0,5760.0,6,5
redisservice1_memory_1626979689,redisservice1,memory,cache,0.5,adaptive_multibudget,3,0,1,1,0.6,1796.0,323280.0,240.0,5760.0,6,5
mobservice2_memory_1626985877,mobservice2,memory,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,1814.0,326520.0,240.0,5760.0,6,5
webservice1_memory_1626992148,webservice1,memory,web,0.5,adaptive_multibudget,5,0,0,1,0.2,1115.0,200700.0,239.0,5736.0,6,5
mobservice1_qr_expired_1626999263,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,309.0,55620.0,40.0,960.0,1,5
mobservice2_qr_expired_1626999471,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,296.0,53280.0,40.0,960.0,1,5
redisservice1_memory_1627002068,redisservice1,memory,cache,0.5,adaptive_multibudget,1,1,1,1,1.0,1853.0,333540.0,240.0,5760.0,6,5
dbservice2_memory_1627002602,dbservice2,memory,database,0.5,adaptive_multibudget,5,0,0,1,0.2,1151.0,207180.0,240.0,5760.0,6,5
redisservice2_memory_1627016217,redisservice2,memory,cache,0.5,adaptive_multibudget,1,1,1,1,1.0,1810.0,325800.0,0.0,0.0,6,5
redisservice2_memory_1627022600,redisservice2,memory,cache,0.5,adaptive_multibudget,4,0,0,1,0.4,1824.0,328320.0,239.0,5736.0,6,5
logservice1_memory_1627024158,logservice1,memory,logging,0.5,adaptive_multibudget,3,0,1,1,0.6,1148.0,206640.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627024159,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,280.0,50400.0,40.0,960.0,1,5
mobservice2_qr_expired_1627030453,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,340.0,61200.0,40.0,960.0,1,5
webservice2_memory_1627032836,webservice2,memory,web,0.5,adaptive_multibudget,3,0,1,1,0.6,1165.0,209700.0,239.0,5736.0,6,5
mobservice2_memory_1627037496,mobservice2,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1842.0,331560.0,240.0,5760.0,6,5
dbservice2_memory_1627039811,dbservice2,memory,database,0.5,adaptive_multibudget,5,0,0,1,0.2,1162.0,209160.0,240.0,5760.0,6,5
mobservice2_memory_1627044227,mobservice2,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1787.0,321660.0,236.0,5664.0,6,5
webservice1_memory_1627046678,webservice1,memory,web,0.5,adaptive_multibudget,3,0,1,1,0.6,1262.0,227160.0,240.0,5760.0,6,5
dbservice1_memory_1627046902,dbservice1,memory,database,0.5,adaptive_multibudget,5,0,0,1,0.2,1190.0,214200.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627051613,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,316.0,56880.0,40.0,960.0,1,5
logservice2_memory_1627052258,logservice2,memory,logging,0.5,adaptive_multibudget,2,0,1,1,0.8,1165.0,209700.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627056700,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,285.0,51300.0,40.0,960.0,1,5
webservice1_memory_1627057566,webservice1,memory,web,0.5,adaptive_multibudget,4,0,0,1,0.4,1155.0,207900.0,240.0,5760.0,6,5
redisservice2_memory_1627063787,redisservice2,memory,cache,0.5,adaptive_multibudget,4,0,0,1,0.4,1849.0,332820.0,240.0,5760.0,6,5
mobservice2_memory_1627065444,mobservice2,memory,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,1953.0,351540.0,239.0,5736.0,6,5
logservice2_memory_1627069295,logservice2,memory,logging,0.5,adaptive_multibudget,4,0,0,1,0.4,1223.0,220140.0,240.0,5760.0,6,5
webservice2_file_move_1627071001,webservice2,file_move,web,0.5,adaptive_multibudget,1,1,1,1,1.0,997.0,179460.0,240.0,5760.0,6,5
redisservice2_memory_1627072253,redisservice2,memory,cache,0.5,adaptive_multibudget,2,0,1,1,0.8,1850.0,333000.0,240.0,5760.0,6,5
webservice1_memory_1627079078,webservice1,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,1122.0,201960.0,240.0,5760.0,6,5
dbservice2_memory_1627079656,dbservice2,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,1200.0,216000.0,240.0,5760.0,6,5
redisservice1_memory_1627081010,redisservice1,memory,cache,0.5,adaptive_multibudget,1,1,1,1,1.0,1836.0,330480.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627083857,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,279.0,50220.0,40.0,960.0,1,5
mobservice2_qr_expired_1627085196,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,317.0,57060.0,38.0,912.0,1,5
webservice2_memory_1627085325,webservice2,memory,web,0.5,adaptive_multibudget,1,1,1,1,1.0,1223.0,220140.0,239.0,5736.0,6,5
dbservice2_memory_1627087394,dbservice2,memory,database,0.5,adaptive_multibudget,3,0,1,1,0.6,1263.0,227340.0,240.0,5760.0,6,5
webservice2_file_move_1627089000,webservice2,file_move,web,0.5,adaptive_multibudget,1,1,1,1,1.0,1094.0,196920.0,240.0,5760.0,6,5
webservice2_memory_1627091294,webservice2,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,1266.0,227880.0,240.0,5760.0,6,5
dbservice1_memory_1627098214,dbservice1,memory,database,0.5,adaptive_multibudget,4,0,0,1,0.4,1049.0,188820.0,239.0,5736.0,6,5
webservice1_memory_1627100569,webservice1,memory,web,0.5,adaptive_multibudget,3,0,1,1,0.6,1255.0,225900.0,240.0,5760.0,6,5
webservice2_memory_1627100690,webservice2,memory,web,0.5,adaptive_multibudget,5,0,0,1,0.2,1310.0,235800.0,240.0,5760.0,6,5
dbservice2_memory_1627100858,dbservice2,memory,database,0.5,adaptive_multibudget,5,0,0,1,0.2,1278.0,230040.0,240.0,5760.0,6,5
dbservice1_memory_1627104046,dbservice1,memory,database,0.5,adaptive_multibudget,4,0,0,1,0.4,1327.0,238860.0,240.0,5760.0,6,5
redisservice1_memory_1627111126,redisservice1,memory,cache,0.5,adaptive_multibudget,2,0,1,1,0.8,2110.0,379800.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627112278,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,313.0,56340.0,40.0,960.0,1,5
mobservice2_qr_expired_1627113655,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,275.0,49500.0,40.0,960.0,1,5
webservice1_file_move_1627114200,webservice1,file_move,web,0.5,adaptive_multibudget,2,0,1,1,0.8,1060.0,190800.0,237.0,5688.0,6,5
redisservice2_memory_1627115108,redisservice2,memory,cache,0.5,adaptive_multibudget,2,0,1,1,0.8,1912.0,344160.0,239.0,5736.0,6,5
webservice2_memory_1627119052,webservice2,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,1282.0,230760.0,240.0,5760.0,6,5
mobservice2_memory_1627119333,mobservice2,memory,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,1925.0,346500.0,240.0,5760.0,6,5
dbservice1_memory_1627119644,dbservice1,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,1224.0,220320.0,240.0,5760.0,6,5
webservice1_memory_1627122542,webservice1,memory,web,0.5,adaptive_multibudget,1,1,1,1,1.0,1213.0,218340.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627135285,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,299.0,53820.0,40.0,960.0,1,5
redisservice2_memory_1627140541,redisservice2,memory,cache,0.5,adaptive_multibudget,2,0,1,1,0.8,1943.0,349740.0,240.0,5760.0,6,5
logservice2_memory_1627140613,logservice2,memory,logging,0.5,adaptive_multibudget,5,0,0,1,0.2,1196.0,215280.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627141574,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,311.0,55980.0,40.0,960.0,1,5
logservice1_memory_1627144173,logservice1,memory,logging,0.5,adaptive_multibudget,5,0,0,1,0.2,1219.0,219420.0,240.0,5760.0,6,5
dbservice2_memory_1627156737,dbservice2,memory,database,0.5,adaptive_multibudget,3,0,1,1,0.6,1219.0,219420.0,240.0,5760.0,6,5
webservice1_memory_1627157039,webservice1,memory,web,0.5,adaptive_multibudget,4,0,0,1,0.4,1184.0,213120.0,240.0,5760.0,6,5
dbservice1_memory_1627157147,dbservice1,memory,database,0.5,adaptive_multibudget,3,0,1,1,0.6,1175.0,211500.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627157519,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,335.0,60300.0,40.0,960.0,1,5
mobservice1_memory_1627163076,mobservice1,memory,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,2047.0,368460.0,239.0,5736.0,6,5
logservice1_memory_1627165561,logservice1,memory,logging,0.5,adaptive_multibudget,3,0,1,1,0.6,1248.0,224640.0,240.0,5760.0,6,5
logservice1_memory_1627170037,logservice1,memory,logging,0.5,adaptive_multibudget,4,0,0,1,0.4,1282.0,230760.0,239.0,5736.0,6,5
mobservice2_qr_expired_1627170090,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,312.0,56160.0,40.0,960.0,1,5
webservice1_memory_1627174739,webservice1,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,1251.0,225180.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627184031,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,273.0,49140.0,39.0,936.0,1,5
dbservice2_memory_1627184617,dbservice2,memory,database,0.5,adaptive_multibudget,3,0,1,1,0.6,1012.0,182160.0,239.0,5736.0,6,5
webservice1_memory_1627194266,webservice1,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,1282.0,230760.0,239.0,5736.0,6,5
mobservice2_qr_expired_1627194645,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,362.0,65160.0,40.0,960.0,1,5
webservice2_memory_1627196935,webservice2,memory,web,0.5,adaptive_multibudget,5,0,0,1,0.2,1337.0,240660.0,240.0,5760.0,6,5
mobservice1_memory_1627200697,mobservice1,memory,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,2168.0,390240.0,240.0,5760.0,6,5
mobservice2_memory_1627204060,mobservice2,memory,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,1930.0,347400.0,240.0,5760.0,6,5
dbservice2_memory_1627207759,dbservice2,memory,database,0.5,adaptive_multibudget,3,0,1,1,0.6,1359.0,244620.0,239.0,5736.0,6,5
mobservice1_qr_expired_1627212755,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,355.0,63900.0,40.0,960.0,1,5
redisservice1_memory_1627213476,redisservice1,memory,cache,0.5,adaptive_multibudget,2,0,1,1,0.8,2107.0,379260.0,240.0,5760.0,6,5
webservice2_file_move_1627215000,webservice2,file_move,web,0.5,adaptive_multibudget,2,0,1,1,0.8,1158.0,208440.0,240.0,5760.0,6,5
webservice2_memory_1627217059,webservice2,memory,web,0.5,adaptive_multibudget,4,0,0,1,0.4,1344.0,241920.0,240.0,5760.0,6,5
webservice1_memory_1627218977,webservice1,memory,web,0.5,adaptive_multibudget,1,1,1,1,1.0,1353.0,243540.0,240.0,5760.0,6,5
mobservice1_memory_1627219564,mobservice1,memory,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,2116.0,380880.0,240.0,5760.0,6,5
redisservice1_memory_1627219738,redisservice1,memory,cache,0.5,adaptive_multibudget,2,0,1,1,0.8,2087.0,375660.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627220128,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,288.0,51840.0,40.0,960.0,1,5
dbservice1_memory_1627223200,dbservice1,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,1301.0,234180.0,240.0,5760.0,6,5
logservice2_memory_1627227124,logservice2,memory,logging,0.5,adaptive_multibudget,3,0,1,1,0.6,1253.0,225540.0,240.0,5760.0,6,5
logservice1_memory_1627228703,logservice1,memory,logging,0.5,adaptive_multibudget,1,1,1,1,1.0,1313.0,236340.0,240.0,5760.0,6,5
mobservice2_memory_1627230225,mobservice2,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,2135.0,384300.0,239.0,5736.0,6,5
dbservice1_memory_1627237577,dbservice1,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,1328.0,239040.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627238319,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,340.0,61200.0,38.0,912.0,1,5
logservice1_memory_1627243989,logservice1,memory,logging,0.5,adaptive_multibudget,4,0,0,1,0.4,1338.0,240840.0,240.0,5760.0,6,5
mobservice1_memory_1627247170,mobservice1,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1996.0,359280.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627249800,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,334.0,60120.0,40.0,960.0,1,5
dbservice1_memory_1627255258,dbservice1,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,1298.0,233640.0,237.0,5688.0,6,5
mobservice2_memory_1627256808,mobservice2,memory,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,2144.0,385920.0,238.0,5712.0,6,5
mobservice2_memory_1627260359,mobservice2,memory,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,1908.0,343440.0,239.0,5736.0,6,5
mobservice1_qr_expired_1627264132,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,320.0,57600.0,40.0,960.0,1,5
dbservice1_memory_1627268672,dbservice1,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,721.0,129780.0,240.0,5760.0,6,5
redisservice2_memory_1627269946,redisservice2,memory,cache,0.5,adaptive_multibudget,3,0,1,1,0.6,1915.0,344700.0,240.0,5760.0,6,5
webservice2_cpu_1627270294,webservice2,cpu,web,0.5,adaptive_multibudget,3,0,1,1,0.6,615.0,110700.0,240.0,5760.0,6,5
dbservice1_memory_1627272293,dbservice1,memory,database,0.5,adaptive_multibudget,3,0,1,1,0.6,676.0,121680.0,239.0,5736.0,6,5
mobservice2_qr_expired_1627279670,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,359.0,64620.0,40.0,960.0,1,5
mobservice1_memory_1627279781,mobservice1,memory,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,2090.0,376200.0,240.0,5760.0,6,5
mobservice1_memory_1627283259,mobservice1,memory,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,2077.0,373860.0,239.0,5736.0,6,5
dbservice1_memory_1627283279,dbservice1,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,776.0,139680.0,239.0,5736.0,6,5
logservice1_memory_1627283437,logservice1,memory,logging,0.5,adaptive_multibudget,5,0,0,1,0.2,768.0,138240.0,240.0,5760.0,6,5
webservice2_memory_1627286385,webservice2,memory,web,0.5,adaptive_multibudget,1,1,1,1,1.0,796.0,143280.0,238.0,5712.0,6,5
dbservice2_memory_1627286946,dbservice2,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,782.0,140760.0,240.0,5760.0,6,5
dbservice1_memory_1627288593,dbservice1,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,765.0,137700.0,240.0,5760.0,6,5
logservice1_memory_1627291476,logservice1,memory,logging,0.5,adaptive_multibudget,5,0,0,1,0.2,798.0,143640.0,240.0,5760.0,6,5
redisservice2_memory_1627293263,redisservice2,memory,cache,0.5,adaptive_multibudget,5,0,0,1,0.2,1907.0,343260.0,237.0,5688.0,6,5
mobservice1_qr_expired_1627293860,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,252.0,45360.0,40.0,960.0,1,5
mobservice2_memory_1627296468,mobservice2,memory,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,1944.0,349920.0,240.0,5760.0,6,5
dbservice1_memory_1627297432,dbservice1,memory,database,0.5,adaptive_multibudget,4,0,0,1,0.4,678.0,122040.0,240.0,5760.0,6,5
logservice1_memory_1627299080,logservice1,memory,logging,0.5,adaptive_multibudget,5,0,0,1,0.2,762.0,137160.0,238.0,5712.0,6,5
dbservice2_memory_1627303928,dbservice2,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,803.0,144540.0,240.0,5760.0,6,5
redisservice1_memory_1627303947,redisservice1,memory,cache,0.5,adaptive_multibudget,5,0,0,1,0.2,2123.0,382140.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627308362,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,205.0,36900.0,40.0,960.0,1,5
logservice1_memory_1627310265,logservice1,memory,logging,0.5,adaptive_multibudget,4,0,0,1,0.4,683.0,122940.0,239.0,5736.0,6,5
webservice1_memory_1627316277,webservice1,memory,web,0.5,adaptive_multibudget,4,0,0,1,0.4,672.0,120960.0,240.0,5760.0,6,5
dbservice1_memory_1627316827,dbservice1,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,679.0,122220.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627322979,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,285.0,51300.0,40.0,960.0,1,5
webservice2_memory_1627323573,webservice2,memory,web,0.5,adaptive_multibudget,4,0,0,1,0.4,729.0,131220.0,240.0,5760.0,6,5
dbservice2_memory_1627325374,dbservice2,memory,database,0.5,adaptive_multibudget,4,0,0,1,0.4,687.0,123660.0,240.0,5760.0,6,5
webservice1_memory_1627330168,webservice1,memory,web,0.5,adaptive_multibudget,4,0,0,1,0.4,747.0,134460.0,240.0,5760.0,6,5
dbservice2_memory_1627331922,dbservice2,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,701.0,126180.0,239.0,5736.0,6,5
redisservice1_memory_1627332332,redisservice1,memory,cache,0.5,adaptive_multibudget,3,0,1,1,0.6,1716.0,308880.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627337234,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,222.0,39960.0,40.0,960.0,1,5
webservice1_memory_1627342282,webservice1,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,749.0,134820.0,239.0,5736.0,6,5
mobservice1_memory_1627347382,mobservice1,memory,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,1954.0,351720.0,237.0,5688.0,6,5
logservice2_memory_1627353437,logservice2,memory,logging,0.5,adaptive_multibudget,2,0,1,1,0.8,735.0,132300.0,236.0,5664.0,6,5
webservice2_memory_1627354358,webservice2,memory,web,0.5,adaptive_multibudget,3,0,1,1,0.6,734.0,132120.0,236.0,5664.0,6,5
mobservice1_qr_expired_1627355175,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,294.0,52920.0,40.0,960.0,1,5
mobservice2_memory_1627357843,mobservice2,memory,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,1676.0,301680.0,237.0,5688.0,6,5
webservice1_memory_1627361744,webservice1,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,713.0,128340.0,240.0,5760.0,6,5
redisservice1_memory_1627362134,redisservice1,memory,cache,0.5,adaptive_multibudget,4,0,0,1,0.4,1844.0,331920.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627363820,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,296.0,53280.0,40.0,960.0,1,5
mobservice2_memory_1627365277,mobservice2,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1893.0,340740.0,240.0,5760.0,6,5
logservice2_memory_1627365342,logservice2,memory,logging,0.5,adaptive_multibudget,4,0,0,1,0.4,701.0,126180.0,240.0,5760.0,6,5
redisservice1_memory_1627367085,redisservice1,memory,cache,0.5,adaptive_multibudget,3,0,1,1,0.6,1915.0,344700.0,238.0,5712.0,6,5
webservice2_memory_1627372277,webservice2,memory,web,0.5,adaptive_multibudget,3,0,1,1,0.6,724.0,130320.0,239.0,5736.0,6,5
dbservice1_memory_1627373850,dbservice1,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,801.0,144180.0,240.0,5760.0,6,5
mobservice2_memory_1627374212,mobservice2,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1769.0,318420.0,240.0,5760.0,6,5
dbservice2_memory_1627375478,dbservice2,memory,database,0.5,adaptive_multibudget,4,0,0,1,0.4,790.0,142200.0,240.0,5760.0,6,5
dbservice2_memory_1627379165,dbservice2,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,645.0,116100.0,240.0,5760.0,6,5
webservice1_memory_1627381040,webservice1,memory,web,0.5,adaptive_multibudget,3,0,1,1,0.6,656.0,118080.0,240.0,5760.0,6,5
redisservice1_memory_1627381864,redisservice1,memory,cache,0.5,adaptive_multibudget,1,1,1,1,1.0,1861.0,334980.0,240.0,5760.0,6,5
mobservice1_memory_1627382521,mobservice1,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1789.0,322020.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627383377,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,236.0,42480.0,40.0,960.0,1,5
redisservice2_memory_1627386167,redisservice2,memory,cache,0.5,adaptive_multibudget,1,1,1,1,1.0,1845.0,332100.0,240.0,5760.0,6,5
dbservice1_memory_1627386311,dbservice1,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,702.0,126360.0,240.0,5760.0,6,5
mobservice1_memory_1627387214,mobservice1,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1771.0,318780.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627389398,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,2,0,1,1,0.8,254.0,45720.0,40.0,960.0,1,5
dbservice2_memory_1627394588,dbservice2,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,780.0,140400.0,240.0,5760.0,6,5
logservice2_memory_1627396756,logservice2,memory,logging,0.5,adaptive_multibudget,3,0,1,1,0.6,716.0,128880.0,240.0,5760.0,6,5
webservice1_memory_1627399949,webservice1,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,709.0,127620.0,236.0,5664.0,6,5
dbservice1_memory_1627400139,dbservice1,memory,database,0.5,adaptive_multibudget,1,1,1,1,1.0,711.0,127980.0,240.0,5760.0,6,5
dbservice2_memory_1627402075,dbservice2,memory,database,0.5,adaptive_multibudget,2,0,1,1,0.8,673.0,121140.0,240.0,5760.0,6,5
redisservice2_memory_1627409250,redisservice2,memory,cache,0.5,adaptive_multibudget,5,0,0,1,0.2,1963.0,353340.0,240.0,5760.0,6,5
logservice2_memory_1627410703,logservice2,memory,logging,0.5,adaptive_multibudget,5,0,0,1,0.2,768.0,138240.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627410797,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,363.0,65340.0,40.0,960.0,1,5
mobservice2_qr_expired_1627418217,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,3,0,1,1,0.6,332.0,59760.0,40.0,960.0,1,5
webservice2_memory_1627423928,webservice2,memory,web,0.5,adaptive_multibudget,1,1,1,1,1.0,693.0,124740.0,240.0,5760.0,6,5
dbservice2_memory_1627425736,dbservice2,memory,database,0.5,adaptive_multibudget,3,0,1,1,0.6,746.0,134280.0,240.0,5760.0,6,5
webservice1_memory_1627427700,webservice1,memory,web,0.5,adaptive_multibudget,1,1,1,1,1.0,664.0,119520.0,239.0,5736.0,6,5
dbservice1_cpu_1627429585,dbservice1,cpu,database,0.5,adaptive_multibudget,1,1,1,1,1.0,126.0,22680.0,40.0,960.0,1,5
webservice2_memory_1627432266,webservice2,memory,web,0.5,adaptive_multibudget,2,0,1,1,0.8,1214.0,218520.0,240.0,5760.0,6,5
dbservice1_memory_1627432587,dbservice1,memory,database,0.5,adaptive_multibudget,5,0,0,1,0.2,1135.0,204300.0,240.0,5760.0,6,5
mobservice2_memory_1627436047,mobservice2,memory,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,1956.0,352080.0,240.0,5760.0,6,5
redisservice1_memory_1627436567,redisservice1,memory,cache,0.5,adaptive_multibudget,1,1,1,1,1.0,1902.0,342360.0,240.0,5760.0,6,5
mobservice1_qr_expired_1627438966,mobservice1,qr_expired,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,316.0,56880.0,40.0,960.0,1,5
logservice2_memory_1627443936,logservice2,memory,logging,0.5,adaptive_multibudget,4,0,0,1,0.4,1026.0,184680.0,240.0,5760.0,6,5
mobservice1_memory_1627447409,mobservice1,memory,mobile,0.5,adaptive_multibudget,5,0,0,1,0.2,2102.0,378360.0,240.0,5760.0,6,5
dbservice2_memory_1627447589,dbservice2,memory,database,0.5,adaptive_multibudget,5,0,0,1,0.2,1347.0,242460.0,240.0,5760.0,6,5
mobservice2_qr_expired_1627450448,mobservice2,qr_expired,mobile,0.5,adaptive_multibudget,1,1,1,1,1.0,311.0,55980.0,40.0,960.0,1,5
mobservice2_cpu_1627454420,mobservice2,cpu,mobile,0.5,adaptive_multibudget,4,0,0,1,0.4,338.0,60840.0,40.0,960.0,1,5
