case_id,root_service,fault_type,service_family,budget,policy,rank,top1,top3,top5,avg_at_5,trace_rows_kept,trace_bytes_kept,metric_samples_kept,metric_bytes_kept,minutes_kept,services_kept,full_trace_rows,full_trace_bytes,full_metric_samples,full_metric_bytes,full_minutes,full_services,combined_bytes_kept,full_combined_bytes,combined_reduction,trace_row_reduction,metric_sample_reduction,time_reduction,where_reduction
mobservice2_memory_1626890346,mobservice2,memory,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,488.0,87840.0,71.0,1704.0,3,3,8096.0,1457280.0,878.0,21072.0,11,10,89544.0,1478352.0,0.9394298516185591,0.9397233201581028,0.9191343963553531,0.7272727272727273,0.7
dbservice2_memory_1626890594,dbservice2,memory,database,0.25,adaptive_multibudget,3,0,1,1,0.6,309.0,55620.0,72.0,1728.0,3,3,8142.0,1465560.0,880.0,21120.0,11,10,57348.0,1486680.0,0.9614254580676407,0.9620486366985999,0.9181818181818182,0.7272727272727273,0.7
mobservice1_memory_1626897069,mobservice1,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,519.0,93420.0,72.0,1728.0,3,3,8928.0,1607040.0,877.0,21048.0,11,10,95148.0,1628088.0,0.9415584415584416,0.9418682795698925,0.9179019384264538,0.7272727272727273,0.7
webservice2_memory_1626905392,webservice2,memory,web,0.25,adaptive_multibudget,1,1,1,1,1.0,344.0,61920.0,72.0,1728.0,3,3,8582.0,1544760.0,880.0,21120.0,11,10,63648.0,1565880.0,0.9593532071423098,0.9599161034723841,0.9181818181818182,0.7272727272727273,0.7
mobservice2_qr_expired_1626911607,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,132.0,23760.0,24.0,576.0,1,3,655.0,117900.0,80.0,1920.0,1,10,24336.0,119820.0,0.7968953430145218,0.7984732824427481,0.7,0.0,0.7
dbservice1_memory_1626912896,dbservice1,memory,database,0.25,adaptive_multibudget,1,1,1,1,1.0,340.0,61200.0,72.0,1728.0,3,3,8515.0,1532700.0,879.0,21096.0,11,10,62928.0,1553796.0,0.9595004749658256,0.9600704638872578,0.9180887372013652,0.7272727272727273,0.7
mobservice1_memory_1626913833,mobservice1,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,471.0,84780.0,72.0,1728.0,3,3,8659.0,1558620.0,876.0,21024.0,11,10,86508.0,1579644.0,0.9452357619818136,0.9456057281441275,0.9178082191780822,0.7272727272727273,0.7
webservice1_file_move_1626916200,webservice1,file_move,web,0.25,adaptive_multibudget,1,1,1,1,1.0,309.0,55620.0,72.0,1728.0,3,3,7561.0,1360980.0,880.0,21120.0,11,10,57348.0,1382100.0,0.9585066203603212,0.9591323898955164,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1626917764,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,3,0,1,1,0.6,147.0,26460.0,24.0,576.0,1,3,703.0,126540.0,80.0,1920.0,1,10,27036.0,128460.0,0.7895375992526856,0.7908961593172119,0.7,0.0,0.7
webservice1_memory_1626917861,webservice1,memory,web,0.25,adaptive_multibudget,3,0,1,1,0.6,350.0,63000.0,72.0,1728.0,3,3,8197.0,1475460.0,881.0,21144.0,11,10,64728.0,1496604.0,0.9567500821860693,0.9573014517506405,0.9182746878547106,0.7272727272727273,0.7
logservice2_memory_1626922974,logservice2,memory,logging,0.25,adaptive_multibudget,3,0,1,1,0.6,300.0,54000.0,72.0,1728.0,3,3,8178.0,1472040.0,880.0,21120.0,11,10,55728.0,1493160.0,0.9626778108173271,0.9633162142333089,0.9181818181818182,0.7272727272727273,0.7
logservice1_memory_1626926283,logservice1,memory,logging,0.25,adaptive_multibudget,3,0,1,1,0.6,304.0,54720.0,72.0,1728.0,3,3,7662.0,1379160.0,877.0,21048.0,11,10,56448.0,1400208.0,0.95968598951013,0.9603236752806056,0.9179019384264538,0.7272727272727273,0.7
logservice2_memory_1626926412,logservice2,memory,logging,0.25,adaptive_multibudget,1,1,1,1,1.0,352.0,63360.0,72.0,1728.0,3,3,7807.0,1405260.0,877.0,21048.0,11,10,65088.0,1426308.0,0.9543660976451089,0.9549122582297938,0.9179019384264538,0.7272727272727273,0.7
webservice2_file_move_1626927000,webservice2,file_move,web,0.25,adaptive_multibudget,1,1,1,1,1.0,358.0,64440.0,72.0,1728.0,3,3,7497.0,1349460.0,880.0,21120.0,11,10,66168.0,1370580.0,0.9517226283763078,0.9522475656929439,0.9181818181818182,0.7272727272727273,0.7
webservice1_memory_1626933556,webservice1,memory,web,0.25,adaptive_multibudget,3,0,1,1,0.6,345.0,62100.0,72.0,1728.0,3,3,8928.0,1607040.0,878.0,21072.0,11,10,63828.0,1628112.0,0.960796308853445,0.9613575268817204,0.9179954441913439,0.7272727272727273,0.7
mobservice1_memory_1626933957,mobservice1,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,478.0,86040.0,72.0,1728.0,3,3,8788.0,1581840.0,880.0,21120.0,11,10,87768.0,1602960.0,0.9452462943554424,0.9456076467910788,0.9181818181818182,0.7272727272727273,0.7
redisservice2_memory_1626934034,redisservice2,memory,cache,0.25,adaptive_multibudget,3,0,1,1,0.6,510.0,91800.0,72.0,1728.0,3,3,8885.0,1599300.0,880.0,21120.0,11,10,93528.0,1620420.0,0.94228163068834,0.9425998874507597,0.9181818181818182,0.7272727272727273,0.7
mobservice2_memory_1626935991,mobservice2,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,486.0,87480.0,72.0,1728.0,3,3,8654.0,1557720.0,875.0,21000.0,11,10,89208.0,1578720.0,0.9434934630586804,0.943840998382251,0.9177142857142857,0.7272727272727273,0.7
mobservice1_memory_1626937894,mobservice1,memory,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,475.0,85500.0,72.0,1728.0,3,3,8397.0,1511460.0,880.0,21120.0,11,10,87228.0,1532580.0,0.9430842109384175,0.9434321781588663,0.9181818181818182,0.7272727272727273,0.7
dbservice1_memory_1626939313,dbservice1,memory,database,0.25,adaptive_multibudget,1,1,1,1,1.0,292.0,52560.0,72.0,1728.0,3,3,8508.0,1531440.0,880.0,21120.0,11,10,54288.0,1552560.0,0.9650332354305148,0.9656793606017866,0.9181818181818182,0.7272727272727273,0.7
webservice2_memory_1626939504,webservice2,memory,web,0.25,adaptive_multibudget,3,0,1,1,0.6,375.0,67500.0,72.0,1728.0,3,3,8786.0,1581480.0,880.0,21120.0,11,10,69228.0,1602600.0,0.9568026956196182,0.957318461188254,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1626941760,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,149.0,26820.0,24.0,576.0,1,3,682.0,122760.0,80.0,1920.0,1,10,27396.0,124680.0,0.7802694898941289,0.781524926686217,0.7,0.0,0.7
mobservice2_qr_expired_1626942742,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,133.0,23940.0,24.0,576.0,1,3,717.0,129060.0,80.0,1920.0,1,10,24516.0,130980.0,0.8128263857077416,0.8145048814504882,0.7,0.0,0.7
redisservice1_memory_1626943678,redisservice1,memory,cache,0.25,adaptive_multibudget,2,0,1,1,0.8,480.0,86400.0,72.0,1728.0,3,3,8794.0,1582920.0,880.0,21120.0,11,10,88128.0,1604040.0,0.9450587267150445,0.9454173299977258,0.9181818181818182,0.7272727272727273,0.7
mobservice1_memory_1626954084,mobservice1,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,422.0,75960.0,72.0,1728.0,3,3,8027.0,1444860.0,879.0,21096.0,11,10,77688.0,1465956.0,0.947005230716338,0.9474274324155973,0.9180887372013652,0.7272727272727273,0.7
webservice2_file_move_1626955800,webservice2,file_move,web,0.25,adaptive_multibudget,1,1,1,1,1.0,350.0,63000.0,72.0,1728.0,3,3,7810.0,1405800.0,880.0,21120.0,11,10,64728.0,1426920.0,0.9546379614834749,0.9551856594110115,0.9181818181818182,0.7272727272727273,0.7
webservice1_memory_1626956223,webservice1,memory,web,0.25,adaptive_multibudget,1,1,1,1,1.0,355.0,63900.0,72.0,1728.0,3,3,8474.0,1525320.0,880.0,21120.0,11,10,65628.0,1546440.0,0.957561884069217,0.9581071512862874,0.9181818181818182,0.7272727272727273,0.7
mobservice2_memory_1626958150,mobservice2,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,473.0,85140.0,72.0,1728.0,3,3,8524.0,1534320.0,880.0,21120.0,11,10,86868.0,1555440.0,0.9441521370158926,0.9445096198967621,0.9181818181818182,0.7272727272727273,0.7
mobservice1_memory_1626958838,mobservice1,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,485.0,87300.0,72.0,1728.0,3,3,8824.0,1588320.0,877.0,21048.0,11,10,89028.0,1609368.0,0.9446813904588633,0.9450362647325476,0.9179019384264538,0.7272727272727273,0.7
mobservice2_memory_1626961197,mobservice2,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,498.0,89640.0,72.0,1728.0,3,3,8757.0,1576260.0,872.0,20928.0,11,10,91368.0,1597188.0,0.9427944612656745,0.9431312093182597,0.9174311926605505,0.7272727272727273,0.7
dbservice2_memory_1626962039,dbservice2,memory,database,0.25,adaptive_multibudget,3,0,1,1,0.6,377.0,67860.0,72.0,1728.0,3,3,9079.0,1634220.0,876.0,21024.0,11,10,69588.0,1655244.0,0.9579590682702973,0.9584756030399824,0.9178082191780822,0.7272727272727273,0.7
mobservice1_qr_expired_1626968701,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,3,0,1,1,0.6,156.0,28080.0,24.0,576.0,1,3,767.0,138060.0,78.0,1872.0,1,10,28656.0,139932.0,0.7952148186261898,0.7966101694915254,0.6923076923076923,0.0,0.7
dbservice2_memory_1626969117,dbservice2,memory,database,0.25,adaptive_multibudget,1,1,1,1,1.0,334.0,60120.0,68.0,1632.0,3,3,8932.0,1607760.0,869.0,20856.0,11,10,61752.0,1628616.0,0.9620831429876656,0.9626063591580833,0.9217491369390104,0.7272727272727273,0.7
mobservice2_qr_expired_1626974155,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,124.0,22320.0,24.0,576.0,1,3,1124.0,202320.0,160.0,3840.0,2,10,22896.0,206160.0,0.8889406286379511,0.8896797153024911,0.85,0.5,0.7
redisservice1_memory_1626975786,redisservice1,memory,cache,0.25,adaptive_multibudget,3,0,1,1,0.6,504.0,90720.0,72.0,1728.0,3,3,8598.0,1547640.0,880.0,21120.0,11,10,92448.0,1568760.0,0.9410693796374207,0.9413817166782973,0.9181818181818182,0.7272727272727273,0.7
redisservice1_memory_1626979689,redisservice1,memory,cache,0.25,adaptive_multibudget,2,0,1,1,0.8,427.0,76860.0,72.0,1728.0,3,3,8411.0,1513980.0,880.0,21120.0,11,10,78588.0,1535100.0,0.9488059409810435,0.9492331470693139,0.9181818181818182,0.7272727272727273,0.7
mobservice2_memory_1626985877,mobservice2,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,478.0,86040.0,72.0,1728.0,3,3,8739.0,1573020.0,880.0,21120.0,11,10,87768.0,1594140.0,0.944943355037826,0.9453026662089484,0.9181818181818182,0.7272727272727273,0.7
webservice1_memory_1626992148,webservice1,memory,web,0.25,adaptive_multibudget,2,0,1,1,0.8,341.0,61380.0,72.0,1728.0,3,3,8300.0,1494000.0,878.0,21072.0,11,10,63108.0,1515072.0,0.9583465340261057,0.9589156626506024,0.9179954441913439,0.7272727272727273,0.7
mobservice1_qr_expired_1626999263,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,154.0,27720.0,24.0,576.0,1,3,770.0,138600.0,80.0,1920.0,1,10,28296.0,140520.0,0.7986336464560205,0.8,0.7,0.0,0.7
mobservice2_qr_expired_1626999471,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,3,0,1,1,0.6,151.0,27180.0,24.0,576.0,1,3,1430.0,257400.0,160.0,3840.0,2,10,27756.0,261240.0,0.8937528709232889,0.8944055944055944,0.85,0.5,0.7
redisservice1_memory_1627002068,redisservice1,memory,cache,0.25,adaptive_multibudget,3,0,1,1,0.6,450.0,81000.0,72.0,1728.0,3,3,8165.0,1469700.0,880.0,21120.0,11,10,82728.0,1490820.0,0.9445083913550931,0.9448867115737906,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1627002602,dbservice2,memory,database,0.25,adaptive_multibudget,3,0,1,1,0.6,363.0,65340.0,72.0,1728.0,3,3,8605.0,1548900.0,879.0,21096.0,11,10,67068.0,1569996.0,0.9572814198252735,0.957815223707147,0.9180887372013652,0.7272727272727273,0.7
redisservice2_memory_1627016217,redisservice2,memory,cache,0.25,adaptive_multibudget,2,0,1,1,0.8,473.0,85140.0,0.0,0.0,3,3,8772.0,1578960.0,0.0,0.0,11,10,85140.0,1578960.0,0.946078431372549,0.946078431372549,,0.7272727272727273,0.7
redisservice2_memory_1627022600,redisservice2,memory,cache,0.25,adaptive_multibudget,1,1,1,1,1.0,462.0,83160.0,72.0,1728.0,3,3,8712.0,1568160.0,879.0,21096.0,11,10,84888.0,1589256.0,0.9465863271870611,0.946969696969697,0.9180887372013652,0.7272727272727273,0.7
logservice1_memory_1627024158,logservice1,memory,logging,0.25,adaptive_multibudget,2,0,1,1,0.8,372.0,66960.0,72.0,1728.0,3,3,8313.0,1496340.0,880.0,21120.0,11,10,68688.0,1517460.0,0.9547348859278004,0.9552508119812342,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1627024159,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,142.0,25560.0,24.0,576.0,1,3,660.0,118800.0,80.0,1920.0,1,10,26136.0,120720.0,0.7834990059642147,0.7848484848484849,0.7,0.0,0.7
mobservice2_qr_expired_1627030453,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,177.0,31860.0,24.0,576.0,1,3,792.0,142560.0,80.0,1920.0,1,10,32436.0,144480.0,0.775498338870432,0.7765151515151515,0.7,0.0,0.7
webservice2_memory_1627032836,webservice2,memory,web,0.25,adaptive_multibudget,1,1,1,1,1.0,339.0,61020.0,72.0,1728.0,3,3,8596.0,1547280.0,879.0,21096.0,11,10,62748.0,1568376.0,0.9599917366753891,0.9605630525825966,0.9180887372013652,0.7272727272727273,0.7
mobservice2_memory_1627037496,mobservice2,memory,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,474.0,85320.0,72.0,1728.0,3,3,8285.0,1491300.0,880.0,21120.0,11,10,87048.0,1512420.0,0.9424445590510573,0.9427881713940857,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1627039811,dbservice2,memory,database,0.25,adaptive_multibudget,3,0,1,1,0.6,353.0,63540.0,72.0,1728.0,3,3,8618.0,1551240.0,880.0,21120.0,11,10,65268.0,1572360.0,0.9584904220407541,0.9590392202367138,0.9181818181818182,0.7272727272727273,0.7
mobservice2_memory_1627044227,mobservice2,memory,mobile,0.25,adaptive_multibudget,3,0,1,1,0.6,488.0,87840.0,71.0,1704.0,3,3,8370.0,1506600.0,873.0,20952.0,11,10,89544.0,1527552.0,0.9413807189542484,0.9416965352449224,0.9186712485681557,0.7272727272727273,0.7
webservice1_memory_1627046678,webservice1,memory,web,0.25,adaptive_multibudget,3,0,1,1,0.6,361.0,64980.0,72.0,1728.0,3,3,8994.0,1618920.0,880.0,21120.0,11,10,66708.0,1640040.0,0.9593253823077486,0.959862130309095,0.9181818181818182,0.7272727272727273,0.7
dbservice1_memory_1627046902,dbservice1,memory,database,0.25,adaptive_multibudget,3,0,1,1,0.6,362.0,65160.0,72.0,1728.0,3,3,8914.0,1604520.0,880.0,21120.0,11,10,66888.0,1625640.0,0.9588543588986491,0.9593897240296163,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1627051613,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,170.0,30600.0,24.0,576.0,1,3,1465.0,263700.0,160.0,3840.0,2,10,31176.0,267540.0,0.8834716304104059,0.8839590443686007,0.85,0.5,0.7
logservice2_memory_1627052258,logservice2,memory,logging,0.25,adaptive_multibudget,2,0,1,1,0.8,350.0,63000.0,72.0,1728.0,3,3,8395.0,1511100.0,880.0,21120.0,11,10,64728.0,1532220.0,0.9577554137134354,0.9583085169743896,0.9181818181818182,0.7272727272727273,0.7
mobservice2_qr_expired_1627056700,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,147.0,26460.0,24.0,576.0,1,3,1535.0,276300.0,160.0,3840.0,2,10,27036.0,280140.0,0.9034911115870636,0.9042345276872964,0.85,0.5,0.7
webservice1_memory_1627057566,webservice1,memory,web,0.25,adaptive_multibudget,2,0,1,1,0.8,357.0,64260.0,72.0,1728.0,3,3,8516.0,1532880.0,879.0,21096.0,11,10,65988.0,1553976.0,0.9575360237223741,0.9580789102865195,0.9180887372013652,0.7272727272727273,0.7
redisservice2_memory_1627063787,redisservice2,memory,cache,0.25,adaptive_multibudget,3,0,1,1,0.6,448.0,80640.0,72.0,1728.0,3,3,8636.0,1554480.0,880.0,21120.0,11,10,82368.0,1575600.0,0.9477227722772277,0.9481241315423807,0.9181818181818182,0.7272727272727273,0.7
mobservice2_memory_1627065444,mobservice2,memory,mobile,0.25,adaptive_multibudget,3,0,1,1,0.6,468.0,84240.0,72.0,1728.0,3,3,8670.0,1560600.0,879.0,21096.0,11,10,85968.0,1581696.0,0.9456482155863074,0.9460207612456747,0.9180887372013652,0.7272727272727273,0.7
logservice2_memory_1627069295,logservice2,memory,logging,0.25,adaptive_multibudget,3,0,1,1,0.6,357.0,64260.0,72.0,1728.0,3,3,8623.0,1552140.0,879.0,21096.0,11,10,65988.0,1573236.0,0.9580558797281526,0.9585990954424214,0.9180887372013652,0.7272727272727273,0.7
webservice2_file_move_1627071001,webservice2,file_move,web,0.25,adaptive_multibudget,1,1,1,1,1.0,333.0,59940.0,72.0,1728.0,3,3,7604.0,1368720.0,880.0,21120.0,11,10,61668.0,1389840.0,0.9556294249697806,0.956207259337191,0.9181818181818182,0.7272727272727273,0.7
redisservice2_memory_1627072253,redisservice2,memory,cache,0.25,adaptive_multibudget,2,0,1,1,0.8,465.0,83700.0,72.0,1728.0,3,3,8796.0,1583280.0,880.0,21120.0,11,10,85428.0,1604400.0,0.9467539267015707,0.9471350613915416,0.9181818181818182,0.7272727272727273,0.7
webservice1_memory_1627079078,webservice1,memory,web,0.25,adaptive_multibudget,1,1,1,1,1.0,339.0,61020.0,72.0,1728.0,3,3,8670.0,1560600.0,872.0,20928.0,11,10,62748.0,1581528.0,0.9603244457259056,0.9608996539792387,0.9174311926605505,0.7272727272727273,0.7
dbservice2_memory_1627079656,dbservice2,memory,database,0.25,adaptive_multibudget,1,1,1,1,1.0,364.0,65520.0,72.0,1728.0,3,3,8951.0,1611180.0,879.0,21096.0,11,10,67248.0,1632276.0,0.9588010851106062,0.9593341526086471,0.9180887372013652,0.7272727272727273,0.7
redisservice1_memory_1627081010,redisservice1,memory,cache,0.25,adaptive_multibudget,1,1,1,1,1.0,453.0,81540.0,72.0,1728.0,3,3,8436.0,1518480.0,876.0,21024.0,11,10,83268.0,1539504.0,0.945912449724067,0.9463015647226174,0.9178082191780822,0.7272727272727273,0.7
mobservice1_qr_expired_1627083857,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,140.0,25200.0,24.0,576.0,1,3,701.0,126180.0,80.0,1920.0,1,10,25776.0,128100.0,0.7987822014051522,0.8002853067047075,0.7,0.0,0.7
mobservice2_qr_expired_1627085196,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,163.0,29340.0,24.0,576.0,1,3,1503.0,270540.0,158.0,3792.0,2,10,29916.0,274332.0,0.8909496522461835,0.8915502328675982,0.8481012658227848,0.5,0.7
webservice2_memory_1627085325,webservice2,memory,web,0.25,adaptive_multibudget,2,0,1,1,0.8,361.0,64980.0,72.0,1728.0,3,3,9112.0,1640160.0,875.0,21000.0,11,10,66708.0,1661160.0,0.9598425196850394,0.9603819139596137,0.9177142857142857,0.7272727272727273,0.7
dbservice2_memory_1627087394,dbservice2,memory,database,0.25,adaptive_multibudget,2,0,1,1,0.8,383.0,68940.0,72.0,1728.0,3,3,9366.0,1685880.0,880.0,21120.0,11,10,70668.0,1707000.0,0.9586010544815465,0.9591074097800555,0.9181818181818182,0.7272727272727273,0.7
webservice2_file_move_1627089000,webservice2,file_move,web,0.25,adaptive_multibudget,1,1,1,1,1.0,351.0,63180.0,72.0,1728.0,3,3,8128.0,1463040.0,880.0,21120.0,11,10,64908.0,1484160.0,0.95626617076326,0.9568159448818898,0.9181818181818182,0.7272727272727273,0.7
webservice2_memory_1627091294,webservice2,memory,web,0.25,adaptive_multibudget,3,0,1,1,0.6,397.0,71460.0,72.0,1728.0,3,3,9539.0,1717020.0,879.0,21096.0,11,10,73188.0,1738116.0,0.957892338601106,0.9583813816961946,0.9180887372013652,0.7272727272727273,0.7
dbservice1_memory_1627098214,dbservice1,memory,database,0.25,adaptive_multibudget,3,0,1,1,0.6,325.0,58500.0,71.0,1704.0,3,3,7657.0,1378260.0,879.0,21096.0,11,10,60204.0,1399356.0,0.956977352439265,0.9575551782682513,0.9192263936291241,0.7272727272727273,0.7
webservice1_memory_1627100569,webservice1,memory,web,0.25,adaptive_multibudget,2,0,1,1,0.8,370.0,66600.0,72.0,1728.0,3,3,9311.0,1675980.0,880.0,21120.0,11,10,68328.0,1697100.0,0.9597383772317483,0.9602620556331221,0.9181818181818182,0.7272727272727273,0.7
webservice2_memory_1627100690,webservice2,memory,web,0.25,adaptive_multibudget,1,1,1,1,1.0,388.0,69840.0,72.0,1728.0,3,3,9100.0,1638000.0,879.0,21096.0,11,10,71568.0,1659096.0,0.9568632556524758,0.9573626373626374,0.9180887372013652,0.7272727272727273,0.7
dbservice2_memory_1627100858,dbservice2,memory,database,0.25,adaptive_multibudget,2,0,1,1,0.8,400.0,72000.0,72.0,1728.0,3,3,9075.0,1633500.0,879.0,21096.0,11,10,73728.0,1654596.0,0.955440482147908,0.9559228650137741,0.9180887372013652,0.7272727272727273,0.7
dbservice1_memory_1627104046,dbservice1,memory,database,0.25,adaptive_multibudget,2,0,1,1,0.8,411.0,73980.0,72.0,1728.0,3,3,9568.0,1722240.0,880.0,21120.0,11,10,75708.0,1743360.0,0.956573513215859,0.9570443143812709,0.9181818181818182,0.7272727272727273,0.7
redisservice1_memory_1627111126,redisservice1,memory,cache,0.25,adaptive_multibudget,2,0,1,1,0.8,506.0,91080.0,72.0,1728.0,3,3,9591.0,1726380.0,880.0,21120.0,11,10,92808.0,1747500.0,0.9468909871244635,0.947242206235012,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1627112278,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,3,0,1,1,0.6,157.0,28260.0,24.0,576.0,1,3,1493.0,268740.0,160.0,3840.0,2,10,28836.0,272580.0,0.8942108738718908,0.8948425987943738,0.85,0.5,0.7
mobservice2_qr_expired_1627113655,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,3,0,1,1,0.6,163.0,29340.0,24.0,576.0,1,3,1316.0,236880.0,160.0,3840.0,2,10,29916.0,240720.0,0.8757228315054836,0.8761398176291794,0.85,0.5,0.7
webservice1_file_move_1627114200,webservice1,file_move,web,0.25,adaptive_multibudget,1,1,1,1,1.0,335.0,60300.0,72.0,1728.0,3,3,8053.0,1449540.0,873.0,20952.0,11,10,62028.0,1470492.0,0.9578181996229833,0.958400596051161,0.9175257731958762,0.7272727272727273,0.7
redisservice2_memory_1627115108,redisservice2,memory,cache,0.25,adaptive_multibudget,1,1,1,1,1.0,510.0,91800.0,72.0,1728.0,3,3,8834.0,1590120.0,878.0,21072.0,11,10,93528.0,1611192.0,0.9419510523885422,0.9422685080371292,0.9179954441913439,0.7272727272727273,0.7
webservice2_memory_1627119052,webservice2,memory,web,0.25,adaptive_multibudget,3,0,1,1,0.6,387.0,69660.0,72.0,1728.0,3,3,8928.0,1607040.0,880.0,21120.0,11,10,71388.0,1628160.0,0.9561541863207548,0.9566532258064516,0.9181818181818182,0.7272727272727273,0.7
mobservice2_memory_1627119333,mobservice2,memory,mobile,0.25,adaptive_multibudget,3,0,1,1,0.6,551.0,99180.0,72.0,1728.0,3,3,8956.0,1612080.0,880.0,21120.0,11,10,100908.0,1633200.0,0.9382145481263776,0.9384769986601161,0.9181818181818182,0.7272727272727273,0.7
dbservice1_memory_1627119644,dbservice1,memory,database,0.25,adaptive_multibudget,1,1,1,1,1.0,347.0,62460.0,72.0,1728.0,3,3,9212.0,1658160.0,880.0,21120.0,11,10,64188.0,1679280.0,0.9617764756324139,0.9623317412071212,0.9181818181818182,0.7272727272727273,0.7
webservice1_memory_1627122542,webservice1,memory,web,0.25,adaptive_multibudget,1,1,1,1,1.0,365.0,65700.0,72.0,1728.0,3,3,8912.0,1604160.0,880.0,21120.0,11,10,67428.0,1625280.0,0.9585129946839929,0.9590439856373429,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1627135285,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,157.0,28260.0,24.0,576.0,1,3,767.0,138060.0,80.0,1920.0,1,10,28836.0,139980.0,0.7939991427346764,0.7953063885267275,0.7,0.0,0.7
redisservice2_memory_1627140541,redisservice2,memory,cache,0.25,adaptive_multibudget,2,0,1,1,0.8,519.0,93420.0,72.0,1728.0,3,3,8898.0,1601640.0,880.0,21120.0,11,10,95148.0,1622760.0,0.9413665606744066,0.9416722859069454,0.9181818181818182,0.7272727272727273,0.7
logservice2_memory_1627140613,logservice2,memory,logging,0.25,adaptive_multibudget,3,0,1,1,0.6,383.0,68940.0,72.0,1728.0,3,3,8892.0,1600560.0,880.0,21120.0,11,10,70668.0,1621680.0,0.9564229687731242,0.9569275753486279,0.9181818181818182,0.7272727272727273,0.7
mobservice2_qr_expired_1627141574,mobservice2,qr_expired,mobile,0.25,adaptive_multibudget,1,1,1,1,1.0,164.0,29520.0,24.0,576.0,1,3,757.0,136260.0,80.0,1920.0,1,10,30096.0,138180.0,0.782197134172818,0.7833553500660502,0.7,0.0,0.7
logservice1_memory_1627144173,logservice1,memory,logging,0.25,adaptive_multibudget,3,0,1,1,0.6,345.0,62100.0,72.0,1728.0,3,3,8863.0,1595340.0,880.0,21120.0,11,10,63828.0,1616460.0,0.9605137151553395,0.961074128398962,0.9181818181818182,0.7272727272727273,0.7
dbservice2_memory_1627156737,dbservice2,memory,database,0.25,adaptive_multibudget,2,0,1,1,0.8,340.0,61200.0,72.0,1728.0,3,3,8787.0,1581660.0,880.0,21120.0,11,10,62928.0,1602780.0,0.960738217347359,0.9613064754751337,0.9181818181818182,0.7272727272727273,0.7
webservice1_memory_1627157039,webservice1,memory,web,0.25,adaptive_multibudget,3,0,1,1,0.6,360.0,64800.0,72.0,1728.0,3,3,8965.0,1613700.0,880.0,21120.0,11,10,66528.0,1634820.0,0.9593056116269681,0.9598438371444507,0.9181818181818182,0.7272727272727273,0.7
dbservice1_memory_1627157147,dbservice1,memory,database,0.25,adaptive_multibudget,2,0,1,1,0.8,309.0,55620.0,72.0,1728.0,3,3,9011.0,1621980.0,880.0,21120.0,11,10,57348.0,1643100.0,0.9650976812123425,0.9657085784041727,0.9181818181818182,0.7272727272727273,0.7
mobservice1_qr_expired_1627157519,mobservice1,qr_expired,mobile,0.25,adaptive_multibudget,2,0,1,1,0.8,168.0,30240.0,24.0,576.0,1,3,1751.0,315180.0,160.0,3840.0,2,10,30816.0,319020.0,0.9034041752868158,0.9040548258138207,0.85,0.5,0.7
