case_id,root_service,fault_type,service_family,rank,top1,top3,top5,avg_at_5,top5_services,root_service_prob
webservice1_errno111_1626750601,webservice1,errno111,web,10,0,0,0,0.0,"['mobservice2', 'redisservice1', 'dbservice1', 'redisservice2', 'webservice2']",0.7759490328767036
dbservice2_errno111_1626750601,dbservice2,errno111,database,7,0,0,0,0.0,"['mobservice2', 'redisservice1', 'dbservice1', 'redisservice2', 'webservice2']",0.9397871334960584
dbservice1_errno111_1626750606,dbservice1,errno111,database,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'dbservice1', 'redisservice2', 'webservice2']",1.0
dbservice1_errno111_1626750701,dbservice1,errno111,database,1,1,1,1,1.0,"['dbservice1', 'redisservice2', 'webservice2', 'dbservice2', 'redisservice1']",1.0
webservice2_errno111_1626750706,webservice2,errno111,web,3,0,1,1,0.6,"['dbservice1', 'redisservice2', 'webservice2', 'dbservice2', 'redisservice1']",0.96859277284011
webservice1_errno111_1626750732,webservice1,errno111,web,6,0,0,0,0.0,"['dbservice1', 'redisservice2', 'dbservice2', 'redisservice1', 'mobservice2']",0.8829073482969025
dbservice2_errno111_1626750797,dbservice2,errno111,database,1,1,1,1,1.0,"['dbservice2', 'redisservice1', 'dbservice1', 'logservice1', 'webservice1']",1.0
redisservice2_errno111_1626751801,redisservice2,errno111,cache,3,0,1,1,0.6,"['mobservice2', 'redisservice1', 'redisservice2', 'dbservice1', 'logservice2']",1.0
redisservice1_errno111_1626751802,redisservice1,errno111,cache,2,0,1,1,0.8,"['mobservice2', 'redisservice1', 'redisservice2', 'dbservice1', 'logservice2']",1.0
mobservice1_errno111_1626752402,mobservice1,errno111,mobile,6,0,0,0,0.0,"['dbservice2', 'redisservice2', 'redisservice1', 'logservice2', 'logservice1']",0.9999999999622486
mobservice2_errno111_1626752406,mobservice2,errno111,mobile,10,0,0,0,0.0,"['dbservice2', 'redisservice2', 'redisservice1', 'logservice2', 'logservice1']",1.0
redisservice1_errno111_1626752423,redisservice1,errno111,cache,3,0,1,1,0.6,"['dbservice2', 'redisservice2', 'redisservice1', 'logservice2', 'logservice1']",1.0
redisservice2_errno111_1626752427,redisservice2,errno111,cache,2,0,1,1,0.8,"['dbservice2', 'redisservice2', 'redisservice1', 'logservice2', 'logservice1']",1.0
mobservice2_errno111_1626752504,mobservice2,errno111,mobile,3,0,1,1,0.6,"['dbservice2', 'dbservice1', 'mobservice2', 'redisservice1', 'redisservice2']",1.0
mobservice1_errno111_1626752556,mobservice1,errno111,mobile,8,0,0,0,0.0,"['dbservice2', 'dbservice1', 'mobservice2', 'redisservice1', 'redisservice2']",0.9999998874648379
logservice1_errno111_1626753001,logservice1,errno111,logging,10,0,0,0,0.0,"['dbservice2', 'mobservice1', 'logservice2', 'redisservice1', 'redisservice2']",0.7864539104609457
logservice2_errno111_1626753001,logservice2,errno111,logging,3,0,1,1,0.6,"['dbservice2', 'mobservice1', 'logservice2', 'redisservice1', 'redisservice2']",0.9348914208073628
logservice1_errno111_1626753227,logservice1,errno111,logging,10,0,0,0,0.0,"['mobservice1', 'redisservice2', 'dbservice2', 'webservice2', 'redisservice1']",0.8165467722705292
logservice2_errno111_1626753269,logservice2,errno111,logging,7,0,0,0,0.0,"['dbservice2', 'mobservice1', 'redisservice2', 'redisservice1', 'webservice2']",0.8192060960214511
mobservice2_memory_1626757492,mobservice2,memory,mobile,3,0,1,1,0.6,"['dbservice1', 'logservice1', 'mobservice2', 'redisservice1', 'webservice2']",0.9999999999788891
redisservice1_memory_1626758417,redisservice1,memory,cache,5,0,0,1,0.2,"['mobservice2', 'redisservice2', 'logservice1', 'webservice2', 'redisservice1']",0.9186904156801676
mobservice1_qr_expired_1626758435,mobservice1,qr_expired,mobile,9,0,0,0,0.0,"['webservice2', 'redisservice1', 'redisservice2', 'mobservice2', 'dbservice1']",1.0
webservice1_memory_1626759297,webservice1,memory,web,9,0,0,0,0.0,"['redisservice1', 'mobservice2', 'dbservice1', 'redisservice2', 'webservice2']",0.8820408738453643
dbservice2_memory_1626760761,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'mobservice1', 'webservice2', 'dbservice1', 'redisservice2']",1.0
mobservice2_qr_expired_1626763751,mobservice2,qr_expired,mobile,8,0,0,0,0.0,"['redisservice1', 'redisservice2', 'dbservice1', 'logservice2', 'logservice1']",0.9933071490757153
dbservice2_memory_1626764016,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'mobservice2', 'logservice2', 'webservice2', 'redisservice2']",1.0
logservice1_memory_1626764699,logservice1,memory,logging,9,0,0,0,0.0,"['webservice2', 'dbservice2', 'dbservice1', 'mobservice2', 'redisservice2']",0.8736309971496756
logservice2_memory_1626765238,logservice2,memory,logging,2,0,1,1,0.8,"['mobservice1', 'logservice2', 'redisservice1', 'mobservice2', 'webservice1']",0.9820265338580094
redisservice2_memory_1626765949,redisservice2,memory,cache,7,0,0,0,0.0,"['mobservice1', 'redisservice1', 'mobservice2', 'webservice2', 'webservice1']",0.9999999999999887
mobservice1_memory_1626773018,mobservice1,memory,mobile,6,0,0,0,0.0,"['webservice2', 'dbservice1', 'dbservice2', 'webservice1', 'mobservice2']",1.0
dbservice1_memory_1626773615,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'redisservice1', 'redisservice2', 'logservice2', 'webservice2']",1.0
redisservice2_memory_1626783759,redisservice2,memory,cache,3,0,1,1,0.6,"['mobservice1', 'dbservice1', 'redisservice2', 'mobservice2', 'redisservice1']",0.9999609261439849
mobservice1_qr_expired_1626784630,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'mobservice2', 'webservice1', 'webservice2', 'logservice1']",1.0
mobservice2_memory_1626785359,mobservice2,memory,mobile,6,0,0,0,0.0,"['mobservice1', 'dbservice1', 'webservice1', 'redisservice2', 'dbservice2']",0.894749645701459
webservice2_memory_1626787776,webservice2,memory,web,5,0,0,1,0.2,"['dbservice1', 'mobservice1', 'redisservice1', 'redisservice2', 'webservice2']",0.9997854085567419
dbservice1_memory_1626788281,dbservice1,memory,database,6,0,0,0,0.0,"['mobservice2', 'dbservice2', 'logservice1', 'redisservice2', 'redisservice1']",0.9776380308064557
dbservice2_memory_1626790578,dbservice2,memory,database,8,0,0,0,0.0,"['redisservice1', 'logservice1', 'mobservice1', 'webservice2', 'webservice1']",0.9995048578908073
mobservice2_qr_expired_1626790862,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'logservice1', 'dbservice2', 'mobservice1']",1.0
webservice1_file_move_1626797400,webservice1,file_move,web,1,1,1,1,1.0,"['webservice1', 'mobservice2', 'mobservice1', 'dbservice2', 'webservice2']",0.9999999999965752
dbservice2_memory_1626799339,dbservice2,memory,database,7,0,0,0,0.0,"['mobservice2', 'redisservice2', 'mobservice1', 'webservice1', 'webservice2']",0.8807970779778823
webservice1_memory_1626806854,webservice1,memory,web,10,0,0,0,0.0,"['redisservice2', 'mobservice2', 'webservice2', 'dbservice2', 'logservice1']",0.9977810441710434
webservice2_memory_1626817432,webservice2,memory,web,8,0,0,0,0.0,"['dbservice2', 'mobservice1', 'redisservice1', 'dbservice1', 'webservice1']",0.9300743842512473
dbservice2_memory_1626818990,dbservice2,memory,database,6,0,0,0,0.0,"['dbservice1', 'mobservice2', 'mobservice1', 'webservice1', 'webservice2']",0.9919362519600562
mobservice1_qr_expired_1626821039,mobservice1,qr_expired,mobile,10,0,0,0,0.0,"['webservice1', 'redisservice2', 'logservice1', 'mobservice2', 'dbservice1']",0.7008271267505032
mobservice2_qr_expired_1626826499,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'dbservice1', 'mobservice1', 'webservice1']",1.0
webservice1_memory_1626829989,webservice1,memory,web,2,0,1,1,0.8,"['dbservice2', 'webservice1', 'mobservice1', 'webservice2', 'redisservice1']",0.9999999651709895
dbservice2_memory_1626839958,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'webservice2']",1.0
webservice1_file_move_1626840600,webservice1,file_move,web,1,1,1,1,1.0,"['webservice1', 'logservice2', 'redisservice1', 'webservice2', 'mobservice1']",1.0
dbservice1_memory_1626845470,dbservice1,memory,database,8,0,0,0,0.0,"['mobservice1', 'webservice1', 'mobservice2', 'logservice1', 'redisservice1']",0.9339621856453263
redisservice2_memory_1626847510,redisservice2,memory,cache,6,0,0,0,0.0,"['dbservice1', 'mobservice2', 'redisservice1', 'webservice1', 'logservice1']",0.9518240534025506
mobservice1_memory_1626850195,mobservice1,memory,mobile,8,0,0,0,0.0,"['mobservice2', 'webservice2', 'dbservice1', 'webservice1', 'redisservice1']",1.0
webservice2_memory_1626850836,webservice2,memory,web,6,0,0,0,0.0,"['redisservice2', 'redisservice1', 'mobservice1', 'dbservice1', 'dbservice2']",0.9241418199787566
redisservice1_memory_1626851723,redisservice1,memory,cache,2,0,1,1,0.8,"['mobservice2', 'redisservice1', 'redisservice2', 'logservice2', 'webservice2']",1.0
mobservice2_qr_expired_1626855935,mobservice2,qr_expired,mobile,5,0,0,1,0.2,"['logservice2', 'mobservice1', 'redisservice2', 'logservice1', 'mobservice2']",1.0
mobservice1_qr_expired_1626856553,mobservice1,qr_expired,mobile,3,0,1,1,0.6,"['dbservice2', 'logservice1', 'mobservice1', 'webservice2', 'dbservice1']",0.9999999006880668
dbservice1_memory_1626858109,dbservice1,memory,database,3,0,1,1,0.6,"['dbservice2', 'mobservice2', 'dbservice1', 'mobservice1', 'logservice2']",0.9820137900379085
redisservice2_memory_1626861594,redisservice2,memory,cache,6,0,0,0,0.0,"['mobservice2', 'dbservice1', 'logservice2', 'mobservice1', 'logservice1']",0.9971662779156829
redisservice1_memory_1626864205,redisservice1,memory,cache,10,0,0,0,0.0,"['mobservice2', 'webservice2', 'mobservice1', 'webservice1', 'dbservice2']",1.0
logservice1_memory_1626865404,logservice1,memory,logging,6,0,0,0,0.0,"['dbservice1', 'redisservice2', 'dbservice2', 'webservice1', 'redisservice1']",0.9655548043337889
webservice2_memory_1626869243,webservice2,memory,web,2,0,1,1,0.8,"['dbservice1', 'webservice2', 'mobservice2', 'dbservice2', 'redisservice2']",0.9999999999886295
webservice2_file_move_1626869400,webservice2,file_move,web,1,1,1,1,1.0,"['webservice2', 'webservice1', 'mobservice2', 'redisservice1', 'logservice1']",0.9999999992417439
redisservice1_memory_1626871199,redisservice1,memory,cache,8,0,0,0,0.0,"['mobservice1', 'mobservice2', 'dbservice1', 'redisservice2', 'webservice2']",0.87768758954505
logservice2_memory_1626871639,logservice2,memory,logging,6,0,0,0,0.0,"['mobservice1', 'dbservice1', 'webservice2', 'dbservice2', 'webservice1']",0.9241418199787566
dbservice2_memory_1626876599,dbservice2,memory,database,4,0,0,1,0.4,"['redisservice2', 'webservice1', 'dbservice1', 'dbservice2', 'webservice2']",1.0
mobservice1_memory_1626877506,mobservice1,memory,mobile,2,0,1,1,0.8,"['redisservice2', 'mobservice1', 'mobservice2', 'dbservice2', 'webservice1']",1.0
logservice2_memory_1626880416,logservice2,memory,logging,10,0,0,0,0.0,"['redisservice1', 'dbservice1', 'dbservice2', 'logservice1', 'redisservice2']",0.9965584018668388
webservice1_memory_1626881411,webservice1,memory,web,9,0,0,0,0.0,"['dbservice2', 'mobservice2', 'logservice2', 'mobservice1', 'dbservice1']",0.7829440527256473
webservice2_file_move_1626883800,webservice2,file_move,web,3,0,1,1,0.6,"['dbservice2', 'mobservice2', 'webservice2', 'logservice2', 'webservice1']",1.0
mobservice1_qr_expired_1626884682,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice1', 'mobservice2', 'redisservice2', 'webservice2']",1.0
mobservice2_qr_expired_1626885208,mobservice2,qr_expired,mobile,6,0,0,0,0.0,"['webservice1', 'redisservice2', 'redisservice1', 'logservice1', 'logservice2']",0.999983298578152
dbservice2_memory_1626886884,dbservice2,memory,database,8,0,0,0,0.0,"['mobservice2', 'dbservice1', 'mobservice1', 'redisservice1', 'redisservice2']",0.9999999938563484
webservice1_memory_1626888666,webservice1,memory,web,10,0,0,0,0.0,"['dbservice1', 'mobservice2', 'webservice2', 'redisservice2', 'dbservice2']",1.0
mobservice2_memory_1626890346,mobservice2,memory,mobile,10,0,0,0,0.0,"['redisservice1', 'redisservice2', 'mobservice1', 'dbservice1', 'webservice2']",1.0
dbservice2_memory_1626890594,dbservice2,memory,database,4,0,0,1,0.4,"['mobservice1', 'redisservice2', 'logservice1', 'dbservice2', 'redisservice1']",0.9956005887301499
mobservice1_memory_1626897069,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'mobservice2', 'dbservice2', 'webservice1', 'dbservice1']",1.0
webservice2_memory_1626905392,webservice2,memory,web,3,0,1,1,0.6,"['mobservice2', 'redisservice2', 'webservice2', 'dbservice1', 'redisservice1']",1.0
mobservice2_qr_expired_1626911607,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'dbservice2', 'logservice2', 'mobservice1']",1.0
dbservice1_memory_1626912896,dbservice1,memory,database,5,0,0,1,0.2,"['redisservice1', 'redisservice2', 'mobservice1', 'logservice1', 'dbservice1']",0.9781390065844281
mobservice1_memory_1626913833,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice2', 'dbservice1', 'dbservice2', 'redisservice1']",1.0
webservice1_file_move_1626916200,webservice1,file_move,web,1,1,1,1,1.0,"['webservice1', 'mobservice2', 'redisservice2', 'webservice2', 'logservice1']",1.0
mobservice1_qr_expired_1626917764,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'dbservice2', 'logservice2', 'dbservice1']",1.0
webservice1_memory_1626917861,webservice1,memory,web,10,0,0,0,0.0,"['mobservice1', 'webservice2', 'dbservice2', 'redisservice2', 'logservice1']",0.791391472673955
logservice2_memory_1626922974,logservice2,memory,logging,4,0,0,1,0.4,"['redisservice1', 'dbservice2', 'redisservice2', 'logservice2', 'mobservice1']",0.9847073227182401
logservice1_memory_1626926283,logservice1,memory,logging,6,0,0,0,0.0,"['dbservice2', 'mobservice2', 'redisservice2', 'redisservice1', 'webservice2']",0.9168273035060777
logservice2_memory_1626926412,logservice2,memory,logging,1,1,1,1,1.0,"['logservice2', 'dbservice1', 'mobservice2', 'mobservice1', 'dbservice2']",0.9973722850497899
webservice2_file_move_1626927000,webservice2,file_move,web,2,0,1,1,0.8,"['webservice1', 'webservice2', 'dbservice2', 'dbservice1', 'mobservice2']",1.0
webservice1_memory_1626933556,webservice1,memory,web,10,0,0,0,0.0,"['dbservice1', 'redisservice1', 'redisservice2', 'mobservice1', 'mobservice2']",0.9813290315363261
mobservice1_memory_1626933957,mobservice1,memory,mobile,10,0,0,0,0.0,"['redisservice1', 'redisservice2', 'webservice2', 'mobservice2', 'webservice1']",1.0
redisservice2_memory_1626934034,redisservice2,memory,cache,2,0,1,1,0.8,"['mobservice2', 'redisservice2', 'webservice1', 'dbservice2', 'redisservice1']",1.0
mobservice2_memory_1626935991,mobservice2,memory,mobile,5,0,0,1,0.2,"['dbservice1', 'mobservice1', 'redisservice1', 'webservice1', 'mobservice2']",1.0
mobservice1_memory_1626937894,mobservice1,memory,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'redisservice1', 'mobservice2', 'dbservice1']",0.9999999999996878
dbservice1_memory_1626939313,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'mobservice2', 'webservice1', 'redisservice2', 'dbservice2']",1.0
webservice2_memory_1626939504,webservice2,memory,web,2,0,1,1,0.8,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice1', 'dbservice2']",0.999999999498876
mobservice1_qr_expired_1626941760,mobservice1,qr_expired,mobile,5,0,0,1,0.2,"['logservice1', 'dbservice2', 'mobservice2', 'dbservice1', 'mobservice1']",0.7310585786300049
mobservice2_qr_expired_1626942742,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'logservice2', 'logservice1', 'mobservice1']",1.0
redisservice1_memory_1626943678,redisservice1,memory,cache,3,0,1,1,0.6,"['mobservice2', 'webservice2', 'redisservice1', 'dbservice2', 'redisservice2']",1.0
mobservice1_memory_1626954084,mobservice1,memory,mobile,7,0,0,0,0.0,"['logservice2', 'mobservice2', 'redisservice1', 'dbservice2', 'dbservice1']",0.9128226110341828
webservice2_file_move_1626955800,webservice2,file_move,web,2,0,1,1,0.8,"['dbservice1', 'webservice2', 'webservice1', 'logservice2', 'mobservice2']",0.9999999996106983
webservice1_memory_1626956223,webservice1,memory,web,7,0,0,0,0.0,"['dbservice2', 'redisservice1', 'mobservice1', 'mobservice2', 'logservice1']",0.9241418199787566
mobservice2_memory_1626958150,mobservice2,memory,mobile,10,0,0,0,0.0,"['dbservice2', 'mobservice1', 'redisservice1', 'redisservice2', 'webservice2']",1.0
mobservice1_memory_1626958838,mobservice1,memory,mobile,10,0,0,0,0.0,"['dbservice1', 'mobservice2', 'logservice2', 'logservice1', 'dbservice2']",0.9870462724693041
mobservice2_memory_1626961197,mobservice2,memory,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'redisservice2', 'webservice2', 'logservice1']",1.0
dbservice2_memory_1626962039,dbservice2,memory,database,10,0,0,0,0.0,"['dbservice1', 'mobservice1', 'webservice1', 'logservice2', 'redisservice2']",1.0
mobservice1_qr_expired_1626968701,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'dbservice1', 'logservice2', 'logservice1']",1.0
dbservice2_memory_1626969117,dbservice2,memory,database,1,1,1,1,1.0,"['dbservice2', 'redisservice2', 'mobservice2', 'redisservice1', 'webservice2']",1.0
mobservice2_qr_expired_1626974155,mobservice2,qr_expired,mobile,5,0,0,1,0.2,"['dbservice1', 'logservice1', 'logservice2', 'mobservice1', 'mobservice2']",1.0
redisservice1_memory_1626975786,redisservice1,memory,cache,10,0,0,0,0.0,"['dbservice1', 'logservice1', 'webservice2', 'webservice1', 'dbservice2']",0.8098868864892232
redisservice1_memory_1626979689,redisservice1,memory,cache,9,0,0,0,0.0,"['dbservice1', 'mobservice2', 'webservice2', 'logservice1', 'dbservice2']",0.8257146788214146
mobservice2_memory_1626985877,mobservice2,memory,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice2', 'redisservice1', 'redisservice2', 'webservice1']",1.0
webservice1_memory_1626992148,webservice1,memory,web,3,0,1,1,0.6,"['mobservice1', 'mobservice2', 'webservice1', 'webservice2', 'redisservice2']",0.9999999998343025
mobservice1_qr_expired_1626999263,mobservice1,qr_expired,mobile,9,0,0,0,0.0,"['logservice1', 'redisservice1', 'dbservice1', 'mobservice2', 'dbservice2']",0.7310585786300049
mobservice2_qr_expired_1626999471,mobservice2,qr_expired,mobile,3,0,1,1,0.6,"['redisservice2', 'dbservice2', 'mobservice2', 'webservice2', 'webservice1']",0.959482156723472
redisservice1_memory_1627002068,redisservice1,memory,cache,5,0,0,1,0.2,"['mobservice1', 'mobservice2', 'dbservice2', 'logservice2', 'redisservice1']",1.0
dbservice2_memory_1627002602,dbservice2,memory,database,9,0,0,0,0.0,"['dbservice1', 'webservice2', 'redisservice2', 'mobservice2', 'redisservice1']",0.9994036836745135
redisservice2_memory_1627016217,redisservice2,memory,cache,7,0,0,0,0.0,"['mobservice2', 'webservice1', 'redisservice1', 'logservice2', 'mobservice1']",0.9076869712477019
redisservice2_memory_1627022600,redisservice2,memory,cache,4,0,0,1,0.4,"['redisservice1', 'mobservice2', 'mobservice1', 'redisservice2', 'logservice2']",1.0
logservice1_memory_1627024158,logservice1,memory,logging,6,0,0,0,0.0,"['mobservice1', 'redisservice1', 'redisservice2', 'mobservice2', 'dbservice2']",0.9144176817887808
mobservice1_qr_expired_1627024159,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'webservice2', 'logservice2', 'mobservice2']",1.0
mobservice2_qr_expired_1627030453,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice2', 'mobservice1', 'redisservice2', 'webservice1']",1.0
webservice2_memory_1627032836,webservice2,memory,web,2,0,1,1,0.8,"['mobservice2', 'webservice2', 'dbservice2', 'redisservice1', 'logservice2']",1.0
mobservice2_memory_1627037496,mobservice2,memory,mobile,9,0,0,0,0.0,"['redisservice1', 'logservice1', 'logservice2', 'dbservice1', 'dbservice2']",0.8320183851339245
dbservice2_memory_1627039811,dbservice2,memory,database,4,0,0,1,0.4,"['redisservice1', 'webservice2', 'mobservice1', 'dbservice2', 'logservice1']",0.9820137900379085
mobservice2_memory_1627044227,mobservice2,memory,mobile,10,0,0,0,0.0,"['mobservice1', 'redisservice1', 'dbservice1', 'webservice1', 'redisservice2']",1.0
webservice1_memory_1627046678,webservice1,memory,web,8,0,0,0,0.0,"['mobservice2', 'redisservice2', 'dbservice1', 'dbservice2', 'redisservice1']",0.8811293110126185
dbservice1_memory_1627046902,dbservice1,memory,database,5,0,0,1,0.2,"['redisservice2', 'redisservice1', 'webservice1', 'dbservice2', 'dbservice1']",0.9899731172707147
mobservice1_qr_expired_1627051613,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'redisservice2', 'webservice1', 'webservice2', 'redisservice1']",1.0
logservice2_memory_1627052258,logservice2,memory,logging,7,0,0,0,0.0,"['dbservice1', 'dbservice2', 'mobservice1', 'redisservice1', 'logservice1']",0.9933071490757153
mobservice2_qr_expired_1627056700,mobservice2,qr_expired,mobile,3,0,1,1,0.6,"['logservice2', 'mobservice1', 'mobservice2', 'dbservice1', 'logservice1']",1.0
webservice1_memory_1627057566,webservice1,memory,web,3,0,1,1,0.6,"['dbservice2', 'mobservice1', 'webservice1', 'logservice2', 'redisservice2']",1.0
redisservice2_memory_1627063787,redisservice2,memory,cache,7,0,0,0,0.0,"['dbservice2', 'logservice2', 'mobservice1', 'webservice2', 'webservice1']",0.9999999999999984
mobservice2_memory_1627065444,mobservice2,memory,mobile,2,0,1,1,0.8,"['mobservice1', 'mobservice2', 'redisservice1', 'redisservice2', 'webservice1']",1.0
logservice2_memory_1627069295,logservice2,memory,logging,8,0,0,0,0.0,"['redisservice1', 'redisservice2', 'mobservice2', 'webservice1', 'webservice2']",0.9088975253274927
webservice2_file_move_1627071001,webservice2,file_move,web,1,1,1,1,1.0,"['webservice2', 'redisservice1', 'mobservice1', 'webservice1', 'dbservice2']",1.0
redisservice2_memory_1627072253,redisservice2,memory,cache,7,0,0,0,0.0,"['redisservice1', 'mobservice1', 'dbservice2', 'logservice2', 'dbservice1']",0.9084241518237348
webservice1_memory_1627079078,webservice1,memory,web,6,0,0,0,0.0,"['dbservice2', 'mobservice1', 'mobservice2', 'webservice2', 'redisservice1']",0.9994165520046895
dbservice2_memory_1627079656,dbservice2,memory,database,9,0,0,0,0.0,"['mobservice1', 'redisservice2', 'dbservice1', 'redisservice1', 'webservice2']",0.8175744761936437
redisservice1_memory_1627081010,redisservice1,memory,cache,2,0,1,1,0.8,"['mobservice1', 'redisservice1', 'dbservice1', 'redisservice2', 'logservice2']",0.9998409559910371
mobservice1_qr_expired_1627083857,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice2', 'logservice1', 'dbservice1', 'logservice2']",1.0
mobservice2_qr_expired_1627085196,mobservice2,qr_expired,mobile,8,0,0,0,0.0,"['webservice1', 'logservice2', 'dbservice1', 'redisservice1', 'mobservice1']",0.9847328461197071
webservice2_memory_1627085325,webservice2,memory,web,10,0,0,0,0.0,"['mobservice1', 'webservice1', 'dbservice2', 'redisservice2', 'logservice1']",0.9999999996055573
dbservice2_memory_1627087394,dbservice2,memory,database,5,0,0,1,0.2,"['logservice1', 'mobservice2', 'webservice1', 'redisservice2', 'dbservice2']",0.935030830871336
webservice2_file_move_1627089000,webservice2,file_move,web,2,0,1,1,0.8,"['dbservice1', 'webservice2', 'webservice1', 'mobservice1', 'redisservice2']",0.999999931743971
webservice2_memory_1627091294,webservice2,memory,web,4,0,0,1,0.4,"['dbservice2', 'mobservice2', 'webservice1', 'webservice2', 'mobservice1']",0.9999502400569161
dbservice1_memory_1627098214,dbservice1,memory,database,6,0,0,0,0.0,"['mobservice2', 'logservice2', 'mobservice1', 'redisservice1', 'redisservice2']",0.9984790341842193
webservice1_memory_1627100569,webservice1,memory,web,5,0,0,1,0.2,"['dbservice2', 'mobservice1', 'mobservice2', 'redisservice2', 'webservice1']",0.9999999999989073
webservice2_memory_1627100690,webservice2,memory,web,7,0,0,0,0.0,"['mobservice2', 'webservice1', 'dbservice1', 'redisservice2', 'redisservice1']",0.9899213188927348
dbservice2_memory_1627100858,dbservice2,memory,database,10,0,0,0,0.0,"['redisservice1', 'redisservice2', 'mobservice1', 'webservice1', 'webservice2']",1.0
dbservice1_memory_1627104046,dbservice1,memory,database,7,0,0,0,0.0,"['dbservice2', 'mobservice2', 'webservice1', 'redisservice2', 'mobservice1']",0.8807970779778823
redisservice1_memory_1627111126,redisservice1,memory,cache,1,1,1,1,1.0,"['redisservice1', 'dbservice2', 'mobservice1', 'redisservice2', 'logservice2']",0.999999999999821
mobservice1_qr_expired_1627112278,mobservice1,qr_expired,mobile,2,0,1,1,0.8,"['dbservice1', 'mobservice1', 'mobservice2', 'redisservice1', 'webservice1']",1.0
mobservice2_qr_expired_1627113655,mobservice2,qr_expired,mobile,2,0,1,1,0.8,"['logservice1', 'mobservice2', 'redisservice2', 'dbservice2', 'dbservice1']",1.0
webservice1_file_move_1627114200,webservice1,file_move,web,2,0,1,1,0.8,"['dbservice1', 'webservice1', 'dbservice2', 'webservice2', 'redisservice2']",0.9999999999999982
redisservice2_memory_1627115108,redisservice2,memory,cache,4,0,0,1,0.4,"['dbservice2', 'mobservice2', 'mobservice1', 'redisservice2', 'redisservice1']",1.0
webservice2_memory_1627119052,webservice2,memory,web,4,0,0,1,0.4,"['mobservice1', 'mobservice2', 'dbservice1', 'webservice2', 'logservice2']",0.9999999998145164
mobservice2_memory_1627119333,mobservice2,memory,mobile,2,0,1,1,0.8,"['redisservice2', 'mobservice2', 'webservice1', 'redisservice1', 'logservice1']",1.0
dbservice1_memory_1627119644,dbservice1,memory,database,1,1,1,1,1.0,"['dbservice1', 'redisservice1', 'webservice1', 'dbservice2', 'logservice2']",1.0
webservice1_memory_1627122542,webservice1,memory,web,2,0,1,1,0.8,"['mobservice1', 'webservice1', 'dbservice1', 'redisservice2', 'mobservice2']",0.9998657757335174
mobservice1_qr_expired_1627135285,mobservice1,qr_expired,mobile,1,1,1,1,1.0,"['mobservice1', 'webservice1', 'redisservice2', 'dbservice1', 'dbservice2']",1.0
redisservice2_memory_1627140541,redisservice2,memory,cache,1,1,1,1,1.0,"['redisservice2', 'mobservice1', 'mobservice2', 'logservice2', 'redisservice1']",1.0
logservice2_memory_1627140613,logservice2,memory,logging,8,0,0,0,0.0,"['mobservice1', 'redisservice2', 'mobservice2', 'redisservice1', 'webservice1']",0.9767336641751524
mobservice2_qr_expired_1627141574,mobservice2,qr_expired,mobile,1,1,1,1,1.0,"['mobservice2', 'webservice1', 'redisservice1', 'mobservice1', 'dbservice2']",1.0
logservice1_memory_1627144173,logservice1,memory,logging,9,0,0,0,0.0,"['mobservice1', 'dbservice2', 'mobservice2', 'redisservice1', 'webservice2']",0.7945119289228262
dbservice2_memory_1627156737,dbservice2,memory,database,6,0,0,0,0.0,"['webservice2', 'mobservice2', 'webservice1', 'mobservice1', 'redisservice1']",0.9692374606725221
webservice1_memory_1627157039,webservice1,memory,web,10,0,0,0,0.0,"['dbservice1', 'logservice1', 'logservice2', 'webservice2', 'mobservice2']",0.9943080157333366
