dataset,service,fault,instance,seed,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,total_reduction,post_injection_reduction,top5_services
RE2-TT,ts-auth-service,loss,2,2035,0.1,1.0,1.0,1.0,1.0,6673,3251,3747,325,0.4384834407313053,0.9000307597662258,"['ts-auth-service', 'ts-train-service', 'ts-route-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,2,2035,0.15,1.0,1.0,1.0,1.0,6673,3251,3910,488,0.41405664618612315,0.8498923408182097,"['ts-auth-service', 'ts-route-service', 'ts-train-service', 'ts-order-other-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,loss,2,2035,0.2,1.0,1.0,1.0,1.0,6673,3251,4072,650,0.38977970927618766,0.8000615195324515,"['ts-auth-service', 'ts-train-service', 'ts-order-other-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,2,2035,0.25,1.0,1.0,1.0,1.0,6673,3251,4235,813,0.3653529147310055,0.7499231005844356,"['ts-auth-service', 'ts-route-service', 'ts-order-other-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,2,2035,0.35,1.0,1.0,1.0,1.0,6673,3251,4560,1138,0.31664918327588787,0.6499538603506614,"['ts-auth-service', 'ts-route-service', 'ts-train-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,2,2035,0.5,1.0,1.0,1.0,1.0,6673,3251,5048,1626,0.2435186572755882,0.49984620116887113,"['ts-auth-service', 'ts-route-service', 'ts-train-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,2,2035,0.75,1.0,1.0,1.0,1.0,6673,3251,5860,2438,0.12183425745541732,0.25007689941556444,"['ts-auth-service', 'ts-route-service', 'ts-train-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,2,2035,1.0,1.0,1.0,1.0,1.0,6673,3251,6673,3251,0.0,0.0,"['ts-auth-service', 'ts-route-service', 'ts-train-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2026,0.05,0.0,1.0,1.0,0.6,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-travel-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,loss,3,2026,0.1,0.0,1.0,1.0,0.6,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-basic-service', 'ts-ticketinfo-service', 'ts-auth-service', 'ts-train-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,loss,3,2026,0.15,1.0,1.0,1.0,1.0,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-travel-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2026,0.2,0.0,1.0,1.0,0.8,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2026,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2026,0.35,0.0,1.0,1.0,0.6,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2026,0.5,0.0,1.0,1.0,0.8,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2026,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2026,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2027,0.05,1.0,1.0,1.0,1.0,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-route-service', 'ts-order-other-service', 'ts-basic-service']"
RE2-TT,ts-auth-service,loss,3,2027,0.1,1.0,1.0,1.0,1.0,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2027,0.15,1.0,1.0,1.0,1.0,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2027,0.2,1.0,1.0,1.0,1.0,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2027,0.25,0.0,1.0,1.0,0.6,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2027,0.35,0.0,1.0,1.0,0.8,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2027,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2027,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2027,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2028,0.05,1.0,1.0,1.0,1.0,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-train-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,loss,3,2028,0.1,0.0,1.0,1.0,0.6,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-seat-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2028,0.15,1.0,1.0,1.0,1.0,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2028,0.2,0.0,1.0,1.0,0.8,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2028,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2028,0.35,1.0,1.0,1.0,1.0,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2028,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2028,0.75,0.0,1.0,1.0,0.8,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2028,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2029,0.05,1.0,1.0,1.0,1.0,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-auth-service', 'ts-travel-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2029,0.1,0.0,1.0,1.0,0.8,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,loss,3,2029,0.15,1.0,1.0,1.0,1.0,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2029,0.2,1.0,1.0,1.0,1.0,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2029,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2029,0.35,1.0,1.0,1.0,1.0,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2029,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2029,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2029,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2030,0.05,1.0,1.0,1.0,1.0,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,loss,3,2030,0.1,1.0,1.0,1.0,1.0,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2030,0.15,0.0,1.0,1.0,0.6,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2030,0.2,1.0,1.0,1.0,1.0,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2030,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2030,0.35,0.0,1.0,1.0,0.6,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2030,0.5,0.0,1.0,1.0,0.6,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2030,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2030,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2031,0.05,1.0,1.0,1.0,1.0,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2031,0.1,1.0,1.0,1.0,1.0,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2031,0.15,1.0,1.0,1.0,1.0,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2031,0.2,0.0,1.0,1.0,0.8,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-order-other-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2031,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2031,0.35,0.0,1.0,1.0,0.8,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2031,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2031,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2031,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2032,0.05,1.0,1.0,1.0,1.0,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2032,0.1,1.0,1.0,1.0,1.0,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2032,0.15,1.0,1.0,1.0,1.0,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2032,0.2,0.0,1.0,1.0,0.6,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2032,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2032,0.35,1.0,1.0,1.0,1.0,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-travel-service']"
RE2-TT,ts-auth-service,loss,3,2032,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2032,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2032,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2033,0.05,1.0,1.0,1.0,1.0,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-auth-service', 'ts-route-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel-service']"
RE2-TT,ts-auth-service,loss,3,2033,0.1,0.0,1.0,1.0,0.8,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,loss,3,2033,0.15,0.0,1.0,1.0,0.6,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-basic-service', 'ts-ticketinfo-service', 'ts-auth-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2033,0.2,1.0,1.0,1.0,1.0,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2033,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-order-other-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2033,0.35,1.0,1.0,1.0,1.0,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2033,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2033,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2033,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2034,0.05,0.0,1.0,1.0,0.6,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-basic-service', 'ts-ticketinfo-service', 'ts-auth-service', 'ts-route-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,loss,3,2034,0.1,1.0,1.0,1.0,1.0,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-order-other-service', 'ts-train-service', 'ts-basic-service']"
RE2-TT,ts-auth-service,loss,3,2034,0.15,1.0,1.0,1.0,1.0,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2034,0.2,0.0,1.0,1.0,0.6,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2034,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2034,0.35,1.0,1.0,1.0,1.0,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2034,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,loss,3,2034,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2034,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2035,0.05,1.0,1.0,1.0,1.0,6601,3288,3477,164,0.4732616270262081,0.9501216545012166,"['ts-auth-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-travel-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2035,0.1,0.0,1.0,1.0,0.8,6601,3288,3642,329,0.44826541433116196,0.8999391727493917,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2035,0.15,1.0,1.0,1.0,1.0,6601,3288,3806,493,0.4234206938342675,0.8500608272506083,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2035,0.2,0.0,1.0,1.0,0.8,6601,3288,3971,658,0.39842448113922135,0.7998783454987834,"['ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,2035,0.25,1.0,1.0,1.0,1.0,6601,3288,4135,822,0.3735797606423269,0.75,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2035,0.35,0.0,1.0,1.0,0.6,6601,3288,4464,1151,0.3237388274503863,0.6499391727493917,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2035,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,0.24905317376155123,0.5,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,2035,0.75,1.0,1.0,1.0,1.0,6601,3288,5779,2466,0.12452658688077567,0.25,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,2035,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,0.0,0.0,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2026,0.05,0.0,0.0,1.0,0.4,6527,3248,3441,162,0.4728052704151984,0.9501231527093597,"['ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-order-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2026,0.1,1.0,1.0,1.0,1.0,6527,3248,3604,325,0.4478320821204229,0.8999384236453202,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2026,0.15,0.0,1.0,1.0,0.6,6527,3248,3766,487,0.423012103569787,0.8500615763546798,"['ts-travel-service', 'ts-seat-service', 'ts-order-service', 'ts-basic-service', 'ts-order-other-service']"
RE2-TT,ts-order-service,loss,1,2026,0.2,0.0,1.0,1.0,0.8,6527,3248,3929,650,0.39803891527501145,0.7998768472906403,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2026,0.25,0.0,1.0,1.0,0.6,6527,3248,4091,812,0.37321893672437567,0.75,"['ts-seat-service', 'ts-travel-service', 'ts-order-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2026,0.35,0.0,1.0,1.0,0.6,6527,3248,4416,1137,0.3234257698789643,0.6499384236453202,"['ts-seat-service', 'ts-travel-service', 'ts-order-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2026,0.5,1.0,1.0,1.0,1.0,6527,3248,4903,1624,0.24881262448291708,0.5,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2026,0.75,0.0,1.0,1.0,0.8,6527,3248,5715,2436,0.1244063122414586,0.25,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2026,1.0,0.0,1.0,1.0,0.8,6527,3248,6527,3248,0.0,0.0,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2027,0.05,0.0,1.0,1.0,0.6,6527,3248,3441,162,0.4728052704151984,0.9501231527093597,"['ts-basic-service', 'ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2027,0.1,1.0,1.0,1.0,1.0,6527,3248,3604,325,0.4478320821204229,0.8999384236453202,"['ts-order-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,2027,0.15,0.0,1.0,1.0,0.6,6527,3248,3766,487,0.423012103569787,0.8500615763546798,"['ts-seat-service', 'ts-travel-service', 'ts-order-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-order-service,loss,1,2027,0.2,0.0,1.0,1.0,0.6,6527,3248,3929,650,0.39803891527501145,0.7998768472906403,"['ts-seat-service', 'ts-basic-service', 'ts-order-service', 'ts-travel-service', 'ts-train-service']"
RE2-TT,ts-order-service,loss,1,2027,0.25,0.0,1.0,1.0,0.8,6527,3248,4091,812,0.37321893672437567,0.75,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
