dataset,service,fault,instance,budget,top1,top3,top5,avg5,full_trace_count,full_anomalous_trace_count,kept_trace_count,kept_anomalous_trace_count,top5_services
RE2-TT,ts-auth-service,delay,2,1.0,1.0,1.0,1.0,1.0,6491,3222,6491,3222,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-seat-service', 'ts-config-service']"
RE2-TT,ts-auth-service,delay,3,0.1,1.0,1.0,1.0,1.0,6860,3409,3792,341,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-price-service', 'ts-config-service']"
RE2-TT,ts-auth-service,delay,3,0.25,1.0,1.0,1.0,1.0,6860,3409,4303,852,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-config-service', 'ts-price-service']"
RE2-TT,ts-auth-service,delay,3,0.5,1.0,1.0,1.0,1.0,6860,3409,5155,1704,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-config-service', 'ts-price-service']"
RE2-TT,ts-auth-service,delay,3,1.0,1.0,1.0,1.0,1.0,6860,3409,6860,3409,"['ts-auth-service', 'ts-station-service', 'ts-order-service', 'ts-config-service', 'ts-price-service']"
RE2-TT,ts-order-service,delay,1,0.1,1.0,1.0,1.0,1.0,3661,1043,2722,104,"['ts-order-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service']"
RE2-TT,ts-order-service,delay,1,0.25,1.0,1.0,1.0,1.0,3661,1043,2879,261,"['ts-order-service', 'ts-travel-service', 'ts-seat-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-order-service,delay,1,0.5,1.0,1.0,1.0,1.0,3661,1043,3140,522,"['ts-order-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service']"
RE2-TT,ts-order-service,delay,1,1.0,1.0,1.0,1.0,1.0,3661,1043,3661,1043,"['ts-order-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service']"
RE2-TT,ts-order-service,delay,2,0.1,1.0,1.0,1.0,1.0,6517,3246,3596,325,"['ts-order-service', 'ts-inside-payment-service', 'ts-travel2-service', 'ts-station-service', 'ts-admin-basic-info-service']"
RE2-TT,ts-order-service,delay,2,0.25,1.0,1.0,1.0,1.0,6517,3246,4083,812,"['ts-order-service', 'ts-inside-payment-service', 'ts-train-service', 'ts-station-service', 'ts-travel2-service']"
RE2-TT,ts-order-service,delay,2,0.5,1.0,1.0,1.0,1.0,6517,3246,4894,1623,"['ts-order-service', 'ts-inside-payment-service', 'ts-train-service', 'ts-auth-service', 'ts-travel2-service']"
RE2-TT,ts-order-service,delay,2,1.0,1.0,1.0,1.0,1.0,6517,3246,6517,3246,"['ts-order-service', 'ts-inside-payment-service', 'ts-train-service', 'ts-travel2-service', 'ts-basic-service']"
RE2-TT,ts-order-service,delay,3,0.1,1.0,1.0,1.0,1.0,6588,3258,3656,326,"['ts-order-service', 'ts-inside-payment-service', 'ts-station-service', 'ts-basic-service', 'ts-travel2-service']"
RE2-TT,ts-order-service,delay,3,0.25,1.0,1.0,1.0,1.0,6588,3258,4144,814,"['ts-order-service', 'ts-inside-payment-service', 'ts-station-service', 'ts-basic-service', 'ts-admin-basic-info-service']"
RE2-TT,ts-order-service,delay,3,0.5,1.0,1.0,1.0,1.0,6588,3258,4959,1629,"['ts-order-service', 'ts-inside-payment-service', 'ts-station-service', 'ts-basic-service', 'ts-auth-service']"
RE2-TT,ts-order-service,delay,3,1.0,1.0,1.0,1.0,1.0,6588,3258,6588,3258,"['ts-order-service', 'ts-inside-payment-service', 'ts-basic-service', 'ts-auth-service', 'ts-station-service']"
RE2-TT,ts-route-service,delay,1,0.1,1.0,1.0,1.0,1.0,5748,2389,3598,239,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,1,0.25,1.0,1.0,1.0,1.0,5748,2389,3956,597,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,1,0.5,1.0,1.0,1.0,1.0,5748,2389,4553,1194,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,1,1.0,1.0,1.0,1.0,1.0,5748,2389,5748,2389,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,2,0.1,1.0,1.0,1.0,1.0,5774,2384,3628,238,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,2,0.25,1.0,1.0,1.0,1.0,5774,2384,3986,596,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,2,0.5,1.0,1.0,1.0,1.0,5774,2384,4582,1192,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,2,1.0,1.0,1.0,1.0,1.0,5774,2384,5774,2384,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,3,0.1,1.0,1.0,1.0,1.0,5758,2392,3605,239,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,3,0.25,1.0,1.0,1.0,1.0,5758,2392,3964,598,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,3,0.5,1.0,1.0,1.0,1.0,5758,2392,4562,1196,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-route-service,delay,3,1.0,1.0,1.0,1.0,1.0,5758,2392,5758,2392,"['ts-route-service', 'ts-travel2-service', 'ts-travel-service', 'ts-seat-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,1,0.1,1.0,1.0,1.0,1.0,5765,2457,3554,246,"['ts-train-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,1,0.25,1.0,1.0,1.0,1.0,5765,2457,3922,614,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,1,0.5,1.0,1.0,1.0,1.0,5765,2457,4536,1228,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,1,1.0,1.0,1.0,1.0,1.0,5765,2457,5765,2457,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,2,0.1,1.0,1.0,1.0,1.0,5785,2449,3581,245,"['ts-train-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,2,0.25,1.0,1.0,1.0,1.0,5785,2449,3948,612,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,2,0.5,1.0,1.0,1.0,1.0,5785,2449,4560,1224,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,2,1.0,1.0,1.0,1.0,1.0,5785,2449,5785,2449,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,3,0.1,1.0,1.0,1.0,1.0,5885,2463,3668,246,"['ts-train-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,3,0.25,1.0,1.0,1.0,1.0,5885,2463,4038,616,"['ts-train-service', 'ts-travel2-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,3,0.5,1.0,1.0,1.0,1.0,5885,2463,4654,1232,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,delay,3,1.0,1.0,1.0,1.0,1.0,5885,2463,5885,2463,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,delay,1,0.1,1.0,1.0,1.0,1.0,5886,2505,3631,250,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-travel-service,delay,1,0.25,1.0,1.0,1.0,1.0,5886,2505,4007,626,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-travel-service,delay,1,0.5,1.0,1.0,1.0,1.0,5886,2505,4633,1252,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,delay,1,1.0,1.0,1.0,1.0,1.0,5886,2505,5886,2505,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,delay,2,0.1,1.0,1.0,1.0,1.0,6250,2683,3835,268,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-basic-service', 'ts-station-service']"
RE2-TT,ts-travel-service,delay,2,0.25,1.0,1.0,1.0,1.0,6250,2683,4238,671,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-travel-service,delay,2,0.5,1.0,1.0,1.0,1.0,6250,2683,4909,1342,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-travel-service,delay,2,1.0,1.0,1.0,1.0,1.0,6250,2683,6250,2683,"['ts-travel-service', 'ts-seat-service', 'ts-basic-service', 'ts-food-service', 'ts-route-service']"
RE2-TT,ts-travel-service,delay,3,0.1,1.0,1.0,1.0,1.0,6212,2723,3761,272,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-travel-service,delay,3,0.25,1.0,1.0,1.0,1.0,6212,2723,4170,681,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-travel-service,delay,3,0.5,1.0,1.0,1.0,1.0,6212,2723,4851,1362,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-travel-service,delay,3,1.0,1.0,1.0,1.0,1.0,6212,2723,6212,2723,"['ts-travel-service', 'ts-seat-service', 'ts-food-service', 'ts-train-service', 'ts-route-service']"
RE2-TT,ts-auth-service,disk,1,0.1,0.0,1.0,1.0,0.8,6479,3182,3615,318,"['ts-order-service', 'ts-auth-service', 'ts-station-service', 'ts-seat-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,disk,1,0.25,1.0,1.0,1.0,1.0,6479,3182,4093,796,"['ts-auth-service', 'ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,disk,1,0.5,1.0,1.0,1.0,1.0,6479,3182,4888,1591,"['ts-auth-service', 'ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,disk,1,1.0,1.0,1.0,1.0,1.0,6479,3182,6479,3182,"['ts-auth-service', 'ts-order-service', 'ts-seat-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-auth-service,disk,2,0.1,1.0,1.0,1.0,1.0,6415,3132,3596,313,"['ts-auth-service', 'ts-order-other-service', 'ts-config-service', 'ts-station-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,disk,2,0.25,1.0,1.0,1.0,1.0,6415,3132,4066,783,"['ts-auth-service', 'ts-station-service', 'ts-order-other-service', 'ts-config-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,disk,2,0.5,1.0,1.0,1.0,1.0,6415,3132,4849,1566,"['ts-auth-service', 'ts-station-service', 'ts-seat-service', 'ts-order-other-service', 'ts-config-service']"
RE2-TT,ts-auth-service,disk,2,1.0,1.0,1.0,1.0,1.0,6415,3132,6415,3132,"['ts-auth-service', 'ts-station-service', 'ts-seat-service', 'ts-config-service', 'ts-travel-service']"
RE2-TT,ts-auth-service,disk,3,0.1,1.0,1.0,1.0,1.0,6550,3198,3672,320,"['ts-auth-service', 'ts-station-service', 'ts-route-service', 'ts-basic-service', 'ts-train-service']"
RE2-TT,ts-auth-service,disk,3,0.25,1.0,1.0,1.0,1.0,6550,3198,4152,800,"['ts-auth-service', 'ts-station-service', 'ts-train-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-auth-service,disk,3,0.5,1.0,1.0,1.0,1.0,6550,3198,4951,1599,"['ts-auth-service', 'ts-station-service', 'ts-train-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-auth-service,disk,3,1.0,1.0,1.0,1.0,1.0,6550,3198,6550,3198,"['ts-auth-service', 'ts-train-service', 'ts-station-service', 'ts-route-service', 'ts-basic-service']"
RE2-TT,ts-order-service,disk,1,0.1,1.0,1.0,1.0,1.0,6547,3291,3585,329,"['ts-order-service', 'ts-seat-service', 'ts-basic-service', 'ts-train-service', 'ts-ticketinfo-service']"
RE2-TT,ts-order-service,disk,1,0.25,1.0,1.0,1.0,1.0,6547,3291,4079,823,"['ts-order-service', 'ts-seat-service', 'ts-basic-service', 'ts-train-service', 'ts-ticketinfo-service']"
RE2-TT,ts-order-service,disk,1,0.5,1.0,1.0,1.0,1.0,6547,3291,4902,1646,"['ts-order-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-train-service']"
RE2-TT,ts-order-service,disk,1,1.0,1.0,1.0,1.0,1.0,6547,3291,6547,3291,"['ts-order-service', 'ts-seat-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-order-service,disk,2,0.1,1.0,1.0,1.0,1.0,6605,3271,3661,327,"['ts-order-service', 'ts-basic-service', 'ts-travel-service', 'ts-consign-service', 'ts-order-other-service']"
RE2-TT,ts-order-service,disk,2,0.25,0.0,1.0,1.0,0.6,6605,3271,4152,818,"['ts-station-service', 'ts-basic-service', 'ts-order-service', 'ts-travel-service', 'ts-food-service']"
RE2-TT,ts-order-service,disk,2,0.5,0.0,0.0,1.0,0.2,6605,3271,4970,1636,"['ts-travel-service', 'ts-basic-service', 'ts-station-service', 'ts-auth-service', 'ts-order-service']"
RE2-TT,ts-order-service,disk,2,1.0,0.0,0.0,1.0,0.2,6605,3271,6605,3271,"['ts-basic-service', 'ts-travel-service', 'ts-station-service', 'ts-auth-service', 'ts-order-service']"
RE2-TT,ts-order-service,disk,3,0.1,1.0,1.0,1.0,1.0,6633,3341,3626,334,"['ts-order-service', 'ts-route-service', 'ts-travel-service', 'ts-auth-service', 'ts-inside-payment-service']"
RE2-TT,ts-order-service,disk,3,0.25,1.0,1.0,1.0,1.0,6633,3341,4127,835,"['ts-order-service', 'ts-route-service', 'ts-inside-payment-service', 'ts-station-service', 'ts-auth-service']"
RE2-TT,ts-order-service,disk,3,0.5,1.0,1.0,1.0,1.0,6633,3341,4962,1670,"['ts-order-service', 'ts-inside-payment-service', 'ts-route-service', 'ts-auth-service', 'ts-station-service']"
RE2-TT,ts-order-service,disk,3,1.0,1.0,1.0,1.0,1.0,6633,3341,6633,3341,"['ts-order-service', 'ts-inside-payment-service', 'ts-auth-service', 'ts-route-service', 'ts-station-service']"
RE2-TT,ts-route-service,disk,1,0.1,0.0,1.0,1.0,0.8,6510,3239,3595,324,"['ts-basic-service', 'ts-route-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-route-service,disk,1,0.25,0.0,1.0,1.0,0.8,6510,3239,4081,810,"['ts-basic-service', 'ts-route-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-station-service']"
RE2-TT,ts-route-service,disk,1,0.5,0.0,1.0,1.0,0.8,6510,3239,4891,1620,"['ts-basic-service', 'ts-route-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-route-service,disk,1,1.0,0.0,1.0,1.0,0.8,6510,3239,6510,3239,"['ts-basic-service', 'ts-route-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-route-service,disk,2,0.1,1.0,1.0,1.0,1.0,6219,3040,3483,304,"['ts-route-service', 'ts-travel2-service', 'ts-seat-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-route-service,disk,2,0.25,1.0,1.0,1.0,1.0,6219,3040,3939,760,"['ts-route-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,disk,2,0.5,1.0,1.0,1.0,1.0,6219,3040,4699,1520,"['ts-route-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-ticketinfo-service']"
RE2-TT,ts-route-service,disk,2,1.0,1.0,1.0,1.0,1.0,6219,3040,6219,3040,"['ts-route-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,disk,3,0.1,1.0,1.0,1.0,1.0,5732,2839,3177,284,"['ts-route-service', 'ts-travel2-service', 'ts-basic-service', 'ts-station-service', 'ts-order-service']"
RE2-TT,ts-route-service,disk,3,0.25,1.0,1.0,1.0,1.0,5732,2839,3603,710,"['ts-route-service', 'ts-travel2-service', 'ts-station-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-route-service,disk,3,0.5,1.0,1.0,1.0,1.0,5732,2839,4313,1420,"['ts-route-service', 'ts-travel2-service', 'ts-station-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-route-service,disk,3,1.0,1.0,1.0,1.0,1.0,5732,2839,5732,2839,"['ts-route-service', 'ts-travel2-service', 'ts-station-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-train-service,disk,1,0.1,1.0,1.0,1.0,1.0,6707,3323,3716,332,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-ticketinfo-service', 'ts-basic-service']"
RE2-TT,ts-train-service,disk,1,0.25,1.0,1.0,1.0,1.0,6707,3323,4215,831,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-ticketinfo-service']"
RE2-TT,ts-train-service,disk,1,0.5,1.0,1.0,1.0,1.0,6707,3323,5046,1662,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-train-service,disk,1,1.0,1.0,1.0,1.0,1.0,6707,3323,6707,3323,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,disk,2,0.1,1.0,1.0,1.0,1.0,6627,3296,3661,330,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,disk,2,0.25,1.0,1.0,1.0,1.0,6627,3296,4155,824,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,disk,2,0.5,1.0,1.0,1.0,1.0,6627,3296,4979,1648,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,disk,2,1.0,1.0,1.0,1.0,1.0,6627,3296,6627,3296,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-travel-service', 'ts-basic-service']"
RE2-TT,ts-train-service,disk,3,0.1,1.0,1.0,1.0,1.0,6705,3303,3732,330,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-train-service,disk,3,0.25,1.0,1.0,1.0,1.0,6705,3303,4228,826,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-train-service,disk,3,0.5,1.0,1.0,1.0,1.0,6705,3303,5054,1652,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-train-service,disk,3,1.0,1.0,1.0,1.0,1.0,6705,3303,6705,3303,"['ts-train-service', 'ts-seat-service', 'ts-travel2-service', 'ts-basic-service', 'ts-travel-service']"
RE2-TT,ts-travel-service,disk,1,0.1,0.0,1.0,1.0,0.8,6507,3231,3599,323,"['ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-ticketinfo-service', 'ts-station-service']"
RE2-TT,ts-travel-service,disk,1,0.25,0.0,1.0,1.0,0.8,6507,3231,4084,808,"['ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,disk,1,0.5,0.0,1.0,1.0,0.8,6507,3231,4892,1616,"['ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-station-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,disk,1,1.0,0.0,1.0,1.0,0.8,6507,3231,6507,3231,"['ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-station-service', 'ts-train-service']"
RE2-TT,ts-travel-service,disk,2,0.1,1.0,1.0,1.0,1.0,6561,3320,3573,332,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-auth-service', 'ts-station-service']"
RE2-TT,ts-travel-service,disk,2,0.25,1.0,1.0,1.0,1.0,6561,3320,4071,830,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-auth-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,disk,2,0.5,1.0,1.0,1.0,1.0,6561,3320,4901,1660,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-auth-service', 'ts-route-service']"
RE2-TT,ts-travel-service,disk,2,1.0,1.0,1.0,1.0,1.0,6561,3320,6561,3320,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-auth-service', 'ts-route-service']"
RE2-TT,ts-travel-service,disk,3,0.1,1.0,1.0,1.0,1.0,6662,3334,3661,333,"['ts-travel-service', 'ts-basic-service', 'ts-food-service', 'ts-ticketinfo-service', 'ts-admin-travel-service']"
RE2-TT,ts-travel-service,disk,3,0.25,1.0,1.0,1.0,1.0,6662,3334,4162,834,"['ts-travel-service', 'ts-admin-travel-service', 'ts-basic-service', 'ts-food-service', 'ts-ticketinfo-service']"
RE2-TT,ts-travel-service,disk,3,0.5,1.0,1.0,1.0,1.0,6662,3334,4995,1667,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-ticketinfo-service', 'ts-basic-service']"
RE2-TT,ts-travel-service,disk,3,1.0,1.0,1.0,1.0,1.0,6662,3334,6662,3334,"['ts-travel-service', 'ts-food-service', 'ts-admin-travel-service', 'ts-basic-service', 'ts-ticketinfo-service']"
RE2-TT,ts-auth-service,loss,1,0.1,1.0,1.0,1.0,1.0,6667,3317,3682,332,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-train-service', 'ts-route-service', 'ts-travel2-service']"
RE2-TT,ts-auth-service,loss,1,0.25,1.0,1.0,1.0,1.0,6667,3317,4179,829,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,1,0.5,1.0,1.0,1.0,1.0,6667,3317,5008,1658,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service', 'ts-travel-service']"
RE2-TT,ts-auth-service,loss,1,1.0,1.0,1.0,1.0,1.0,6667,3317,6667,3317,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-station-service', 'ts-train-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,2,0.1,1.0,1.0,1.0,1.0,6673,3251,3747,325,"['ts-auth-service', 'ts-order-other-service', 'ts-train-service', 'ts-route-service', 'ts-seat-service']"
RE2-TT,ts-auth-service,loss,2,0.25,1.0,1.0,1.0,1.0,6673,3251,4235,813,"['ts-auth-service', 'ts-route-service', 'ts-train-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,2,0.5,1.0,1.0,1.0,1.0,6673,3251,5048,1626,"['ts-auth-service', 'ts-route-service', 'ts-train-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,2,1.0,1.0,1.0,1.0,1.0,6673,3251,6673,3251,"['ts-auth-service', 'ts-route-service', 'ts-train-service', 'ts-order-other-service', 'ts-station-service']"
RE2-TT,ts-auth-service,loss,3,0.1,1.0,1.0,1.0,1.0,6601,3288,3642,329,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-train-service', 'ts-order-other-service']"
RE2-TT,ts-auth-service,loss,3,0.25,0.0,1.0,1.0,0.6,6601,3288,4135,822,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-train-service', 'ts-route-service']"
RE2-TT,ts-auth-service,loss,3,0.5,1.0,1.0,1.0,1.0,6601,3288,4957,1644,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-route-service', 'ts-train-service']"
RE2-TT,ts-auth-service,loss,3,1.0,1.0,1.0,1.0,1.0,6601,3288,6601,3288,"['ts-auth-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-station-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,0.1,1.0,1.0,1.0,1.0,6527,3248,3604,325,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,0.25,1.0,1.0,1.0,1.0,6527,3248,4091,812,"['ts-order-service', 'ts-seat-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,0.5,0.0,1.0,1.0,0.8,6527,3248,4903,1624,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,1,1.0,0.0,1.0,1.0,0.8,6527,3248,6527,3248,"['ts-seat-service', 'ts-order-service', 'ts-travel-service', 'ts-basic-service', 'ts-route-service']"
RE2-TT,ts-order-service,loss,2,0.1,1.0,1.0,1.0,1.0,6646,3367,3616,337,"['ts-order-service', 'ts-ticketinfo-service', 'ts-basic-service', 'ts-auth-service', 'ts-inside-payment-service']"
RE2-TT,ts-order-service,loss,2,0.25,1.0,1.0,1.0,1.0,6646,3367,4121,842,"['ts-order-service', 'ts-ticketinfo-service', 'ts-auth-service', 'ts-basic-service', 'ts-inside-payment-service']"
RE2-TT,ts-order-service,loss,2,0.5,0.0,1.0,1.0,0.8,6646,3367,4963,1684,"['ts-ticketinfo-service', 'ts-order-service', 'ts-basic-service', 'ts-auth-service', 'ts-station-service']"
RE2-TT,ts-order-service,loss,2,1.0,0.0,1.0,1.0,0.6,6646,3367,6646,3367,"['ts-ticketinfo-service', 'ts-basic-service', 'ts-order-service', 'ts-auth-service', 'ts-station-service']"
RE2-TT,ts-order-service,loss,3,0.1,1.0,1.0,1.0,1.0,6648,3322,3658,332,"['ts-order-service', 'ts-inside-payment-service', 'ts-admin-basic-info-service', 'ts-auth-service', 'ts-ticketinfo-service']"
